EVENT,COLLISION,TIME,2.39262,PACKET:,4,,0.272637828,2.39262,,2.392617193
EVENT,COLLISION,TIME,2.4287,PACKET:,5,,0.581248109,2.4287,,2.428702755
EVENT,COLLISION,TIME,3.03756,PACKET:,7,,2.392617193,3.03756,,3.037564976
EVENT,COLLISION,TIME,3.12338,PACKET:,9,,2.428702755,3.12338,,3.042281985
EVENT,COLLISION,TIME,6.63789,PACKET:,15,,3.037564976,6.63789,,3.123378299
EVENT,COLLISION,TIME,9.64443,PACKET:,20,,3.123378299,9.64443,,6.637886348
EVENT,COLLISION,TIME,11.9491,PACKET:,25,,6.637886348,11.9491,,6.673262614
EVENT,COLLISION,TIME,12.6289,PACKET:,28,,9.644426336,12.6289,,9.644426336
EVENT,COLLISION,TIME,14.7711,PACKET:,34,,11.949066954,14.7711,,11.949066954
EVENT,COLLISION,TIME,17.3965,PACKET:,38,,12.628866854,17.3965,,12.628866854
EVENT,COLLISION,TIME,17.405,PACKET:,39,,14.771147787,17.405,,14.771147787
EVENT,COLLISION,TIME,18.9991,PACKET:,41,,17.396518638,18.9991,,17.396518638
EVENT,COLLISION,TIME,23.3274,PACKET:,50,,17.405028226,23.3274,,17.405028226
EVENT,COLLISION,TIME,24.2234,PACKET:,53,,18.999120046,24.2234,,18.999120046
EVENT,COLLISION,TIME,24.9381,PACKET:,55,,23.327421246,24.9381,,23.327421246
EVENT,COLLISION,TIME,25.5877,PACKET:,57,,24.223415236,25.5877,,24.223415236
EVENT,COLLISION,TIME,26.8288,PACKET:,60,,24.938119735,26.8288,,24.938119735
EVENT,COLLISION,TIME,27.0251,PACKET:,62,,25.587715097,27.0251,,25.587715097
EVENT,COLLISION,TIME,27.7139,PACKET:,64,,26.828827052,27.7139,,26.828827052
EVENT,COLLISION,TIME,28.4998,PACKET:,67,,27.025080523,28.4998,,27.025080523
EVENT,COLLISION,TIME,35.822,PACKET:,74,,27.713879771,35.821999999999996,,27.713879771
EVENT,COLLISION,TIME,39.4465,PACKET:,81,,28.499839438,39.4465,,28.499839438
EVENT,COLLISION,TIME,39.7457,PACKET:,83,,35.821978177,39.7457,,28.613687202
EVENT,COLLISION,TIME,39.8898,PACKET:,85,,39.446518920,39.8898,,35.821978177
EVENT,COLLISION,TIME,41.9051,PACKET:,90,,39.745731201,41.9051,,39.446518920
EVENT,COLLISION,TIME,42.508,PACKET:,92,,39.889772421,42.508,,39.745731201
EVENT,COLLISION,TIME,43.7688,PACKET:,96,,41.905069448,43.7688,,39.860859022
EVENT,COLLISION,TIME,47.7741,PACKET:,104,,42.507972414,47.7741,,39.889772421
EVENT,COLLISION,TIME,49.9577,PACKET:,109,,43.768818328,49.9577,,41.905069448
EVENT,COLLISION,TIME,51.9116,PACKET:,113,,47.774100708,51.9116,,42.507972414
EVENT,COLLISION,TIME,57.6136,PACKET:,119,,49.957696299,57.6136,,43.768818328
EVENT,COLLISION,TIME,62.7268,PACKET:,127,,51.911555020,62.7268,,47.774100708
EVENT,COLLISION,TIME,71.859,PACKET:,140,,57.613593522,71.859,,49.957696299
EVENT,COLLISION,TIME,71.9036,PACKET:,141,,62.726823367,71.9036,,51.911555020
EVENT,COLLISION,TIME,72.4653,PACKET:,143,,71.859009085,72.4653,,57.613593522
EVENT,COLLISION,TIME,76.6825,PACKET:,147,,71.903563979,76.6825,,62.726823367
EVENT,COLLISION,TIME,81.5031,PACKET:,156,,72.465262788,81.5031,,71.859009085
EVENT,COLLISION,TIME,82.2987,PACKET:,159,,76.682532380,82.2987,,71.903563979
EVENT,COLLISION,TIME,83.909,PACKET:,165,,81.503107993,83.90899999999999,,72.465262788
