Time,TraceSource,NodeId,MsgType,TxRemaining,PacketHex,PacketLength
1.071854721,USMsgRx,2505,2,0,f3ffffffffffffff0000,10
1.076179670,USMsgRx,1740,2,0,f4ffffffffffffff0000,10
1.297719021,USMsgRx,2454,2,0,f1ffffffffffffff0000,10
1.528545007,USMsgRx,1506,2,0,edffffffffffffff0000,10
1.540144032,USMsgRx,1369,2,0,efffffffffffffff0000,10
1.643954142,USMsgRx,2169,2,0,eeffffffffffffff0000,10
1.877835577,USMsgRx,1251,2,0,e9ffffffffffffff0000,10
2.016118132,USMsgRx,2718,2,0,e7ffffffffffffff0000,10
2.099443002,USMsgRx,2396,2,0,e6ffffffffffffff0000,10
2.179368588,USMsgRx,1849,2,0,e4ffffffffffffff0000,10
2.448825016,USMsgRx,1496,2,0,e0ffffffffffffff0000,10
2.790650908,USMsgRx,2544,2,0,dfffffffffffffff0000,10
3.149256633,USMsgRx,1132,2,0,deffffffffffffff0000,10
3.188008160,USMsgRx,1837,2,0,dcffffffffffffff0000,10
3.263048961,USMsgRx,914,2,0,dbffffffffffffff0000,10
3.396749202,USMsgRx,483,2,0,d8ffffffffffffff0000,10
3.482795599,USMsgRx,2659,2,0,d7ffffffffffffff0000,10
3.507420993,USMsgRx,2404,2,0,d9ffffffffffffff0000,10
3.549778829,USMsgRx,2230,2,0,d6ffffffffffffff0000,10
3.734657390,USMsgRx,738,2,0,d4ffffffffffffff0000,10
3.917274792,USMsgRx,397,2,0,d1ffffffffffffff0000,10
3.923077520,USMsgRx,1277,2,0,d5ffffffffffffff0000,10
4.019086232,USMsgRx,1345,2,0,cfffffffffffffff0000,10
4.020915241,USMsgRx,2954,2,0,d0ffffffffffffff0000,10
4.047207397,USMsgRx,963,2,0,d2ffffffffffffff0000,10
4.207931913,USMsgRx,584,2,0,cdffffffffffffff0000,10
4.330179960,USMsgRx,1336,2,0,ccffffffffffffff0000,10
4.656517865,USMsgRx,53,2,0,c9ffffffffffffff0000,10
4.866148860,USMsgRx,2387,2,0,c6ffffffffffffff0000,10
4.994980502,USMsgRx,1520,2,0,c7ffffffffffffff0000,10
5.004381958,USMsgRx,2313,2,0,c5ffffffffffffff0000,10
5.202422212,USMsgRx,1098,2,0,c4ffffffffffffff0000,10
5.350112118,USMsgRx,1699,2,0,c2ffffffffffffff0000,10
5.363073351,USMsgRx,1281,2,0,c1ffffffffffffff0000,10
5.458676345,USMsgRx,969,2,0,beffffffffffffff0000,10
5.588109006,USMsgRx,1714,2,0,c3ffffffffffffff0000,10
5.786841897,USMsgRx,1843,2,0,baffffffffffffff0000,10
6.058797854,USMsgRx,428,2,0,b6ffffffffffffff0000,10
6.135312004,USMsgRx,2183,2,0,b9ffffffffffffff0000,10
6.175252627,USMsgRx,395,2,0,b7ffffffffffffff0000,10
6.228204757,USMsgRx,2191,2,0,b2ffffffffffffff0000,10
6.320813482,USMsgRx,1754,2,0,aeffffffffffffff0000,10
6.567375769,USMsgRx,2937,2,0,aaffffffffffffff0000,10
6.636849654,USMsgRx,753,2,0,adffffffffffffff0000,10
6.772377740,USMsgRx,661,2,0,a9ffffffffffffff0000,10
7.341064236,USMsgRx,391,2,0,a2ffffffffffffff0000,10
7.395363995,USMsgRx,2283,2,0,a1ffffffffffffff0000,10
7.407008890,USMsgRx,2086,2,0,a0ffffffffffffff0000,10
7.792406358,USMsgRx,2026,2,0,99ffffffffffffff0000,10
8.008750712,USMsgRx,264,2,0,98ffffffffffffff0000,10
8.066311816,USMsgRx,1162,2,0,97ffffffffffffff0000,10
8.229811942,USMsgRx,32,2,0,93ffffffffffffff0000,10
8.349236191,USMsgRx,462,2,0,8effffffffffffff0000,10
8.374729344,USMsgRx,2364,2,0,8fffffffffffffff0000,10
8.398729770,USMsgRx,182,2,0,95ffffffffffffff0000,10
8.506310313,USMsgRx,1452,2,0,8dffffffffffffff0000,10
8.732937990,USMsgRx,415,2,0,8bffffffffffffff0000,10
8.836564216,USMsgRx,816,2,0,8cffffffffffffff0000,10
8.955901685,USMsgRx,1539,2,0,88ffffffffffffff0000,10
9.364436415,USMsgRx,1905,2,0,85ffffffffffffff0000,10
9.632765350,USMsgRx,1659,2,0,80ffffffffffffff0000,10
10.214849495,USMsgRx,854,2,0,7bffffffffffffff0000,10
10.438589000,USMsgRx,1353,2,0,78ffffffffffffff0000,10
10.609827746,USMsgRx,2858,2,0,77ffffffffffffff0000,10
10.680786075,USMsgRx,1810,2,0,76ffffffffffffff0000,10
10.839982308,USMsgRx,2420,2,0,75ffffffffffffff0000,10
11.133097229,USMsgRx,2424,2,0,72ffffffffffffff0000,10
11.134906500,USMsgRx,1383,2,0,73ffffffffffffff0000,10
11.174067801,USMsgRx,514,2,0,74ffffffffffffff0000,10
11.573168713,USMsgRx,2227,2,0,71ffffffffffffff0000,10
11.871432741,USMsgRx,50,2,0,70ffffffffffffff0000,10
12.108965662,USMsgRx,1442,2,0,6effffffffffffff0000,10
12.379732329,USMsgRx,1187,2,0,6dffffffffffffff0000,10
12.548896231,USMsgRx,881,2,0,68ffffffffffffff0000,10
12.663986652,USMsgRx,2405,2,0,69ffffffffffffff0000,10
12.835908758,USMsgRx,2439,2,0,66ffffffffffffff0000,10
12.843906103,USMsgRx,1828,2,0,67ffffffffffffff0000,10
13.017630862,USMsgRx,459,2,0,64ffffffffffffff0000,10
13.049619741,USMsgRx,2870,2,0,62ffffffffffffff0000,10
13.170712258,USMsgRx,2986,2,0,65ffffffffffffff0000,10
13.324138477,USMsgRx,685,2,0,61ffffffffffffff0000,10
13.585919139,USMsgRx,1865,2,0,5effffffffffffff0000,10
13.618658552,USMsgRx,2138,2,0,60ffffffffffffff0000,10
13.791591423,USMsgRx,93,2,0,5bffffffffffffff0000,10
13.857343252,USMsgRx,112,2,0,5cffffffffffffff0000,10
14.026673426,USMsgRx,761,2,0,55ffffffffffffff0000,10
14.120662688,USMsgRx,1361,2,0,5affffffffffffff0000,10
14.154806038,USMsgRx,2820,2,0,56ffffffffffffff0000,10
14.184663464,USMsgRx,2792,2,0,54ffffffffffffff0000,10
14.681526571,USMsgRx,1197,2,0,52ffffffffffffff0000,10
14.724045859,USMsgRx,1175,2,0,53ffffffffffffff0000,10
14.794850444,USMsgRx,1499,2,0,50ffffffffffffff0000,10
14.938396990,USMsgRx,1463,2,0,4effffffffffffff0000,10
15.145166114,USMsgRx,1285,2,0,4fffffffffffffff0000,10
15.298879162,USMsgRx,2809,2,0,4cffffffffffffff0000,10
15.309536887,USMsgRx,349,2,0,4dffffffffffffff0000,10
15.509965524,USMsgRx,1121,2,0,4affffffffffffff0000,10
15.524602476,USMsgRx,358,2,0,4bffffffffffffff0000,10
15.733779323,USMsgRx,2804,2,0,48ffffffffffffff0000,10
15.875399133,USMsgRx,221,2,0,46ffffffffffffff0000,10
15.994480371,USMsgRx,333,2,0,45ffffffffffffff0000,10
16.084729334,USMsgRx,1258,2,0,43ffffffffffffff0000,10
16.187517192,USMsgRx,2145,2,0,41ffffffffffffff0000,10
16.402726694,USMsgRx,2310,2,0,40ffffffffffffff0000,10
16.476128052,USMsgRx,92,2,0,3dffffffffffffff0000,10
16.721989473,USMsgRx,2123,2,0,3bffffffffffffff0000,10
16.785386784,USMsgRx,1768,2,0,3cffffffffffffff0000,10
16.963095266,USMsgRx,2425,2,0,39ffffffffffffff0000,10
17.165265033,USMsgRx,1587,2,0,37ffffffffffffff0000,10
17.170956010,USMsgRx,630,2,0,3affffffffffffff0000,10
17.280374387,USMsgRx,1531,2,0,36ffffffffffffff0000,10
17.378832893,USMsgRx,1030,2,0,33ffffffffffffff0000,10
17.505457962,USMsgRx,2892,2,0,a3ffffffffffffff0000,10
17.941794568,USMsgRx,2941,2,0,31ffffffffffffff0000,10
17.987508662,USMsgRx,360,2,0,2fffffffffffffff0000,10
18.139348632,USMsgRx,1320,2,0,2dffffffffffffff0000,10
