Time,TraceSource,NodeId,MsgType,TxRemaining,PacketHex,PacketLength
1.002473943,USMsgRx,167,2,0,efffffffffffffff0000,10
1.174687520,USMsgRx,46,2,0,ebffffffffffffff0000,10
1.311797374,USMsgRx,1053,2,0,e9ffffffffffffff0000,10
1.343867605,USMsgRx,2739,2,0,e7ffffffffffffff0000,10
1.469443483,USMsgRx,389,2,0,eaffffffffffffff0000,10
1.472162393,USMsgRx,1582,2,0,e6ffffffffffffff0000,10
1.483268371,USMsgRx,2125,2,0,e5ffffffffffffff0000,10
1.729528652,USMsgRx,2522,2,0,e4ffffffffffffff0000,10
1.746635775,USMsgRx,4966,2,0,e3ffffffffffffff0000,10
1.883500587,USMsgRx,2996,2,0,ecffffffffffffff0000,10
2.051784587,USMsgRx,618,2,0,e0ffffffffffffff0000,10
2.568927629,USMsgRx,1338,2,0,d5ffffffffffffff0000,10
2.664759160,USMsgRx,4219,2,0,d4ffffffffffffff0000,10
2.765230292,USMsgRx,4780,2,0,d3ffffffffffffff0000,10
2.873041234,USMsgRx,630,2,0,cfffffffffffffff0000,10
3.029953000,USMsgRx,246,2,0,cbffffffffffffff0000,10
3.181435265,USMsgRx,2092,2,0,c5ffffffffffffff0000,10
3.195597390,USMsgRx,2118,2,0,caffffffffffffff0000,10
3.312592126,USMsgRx,4165,2,0,ccffffffffffffff0000,10
3.498922855,USMsgRx,1973,2,0,c4ffffffffffffff0000,10
3.564336296,USMsgRx,4394,2,0,c3ffffffffffffff0000,10
3.679956749,USMsgRx,2853,2,0,c2ffffffffffffff0000,10
3.821929166,USMsgRx,697,2,0,c9ffffffffffffff0000,10
4.074262472,USMsgRx,4183,2,0,bdffffffffffffff0000,10
4.092951679,USMsgRx,364,2,0,c0ffffffffffffff0000,10
4.169132950,USMsgRx,3084,2,0,bcffffffffffffff0000,10
4.358565200,USMsgRx,881,2,0,b9ffffffffffffff0000,10
4.375880306,USMsgRx,343,2,0,cdffffffffffffff0000,10
4.505973723,USMsgRx,3987,2,0,baffffffffffffff0000,10
4.627118267,USMsgRx,111,2,0,b6ffffffffffffff0000,10
4.881442143,USMsgRx,1130,2,0,b5ffffffffffffff0000,10
4.960443906,USMsgRx,3439,2,0,b0ffffffffffffff0000,10
5.197120474,USMsgRx,940,2,0,adffffffffffffff0000,10
5.232186668,USMsgRx,467,2,0,abffffffffffffff0000,10
5.243688474,USMsgRx,335,2,0,afffffffffffffff0000,10
5.356305825,USMsgRx,3978,2,0,aaffffffffffffff0000,10
5.442246156,USMsgRx,4904,2,0,a9ffffffffffffff0000,10
5.451399498,USMsgRx,3409,2,0,aeffffffffffffff0000,10
5.569067557,USMsgRx,1313,2,0,a7ffffffffffffff0000,10
5.598342187,USMsgRx,3624,2,0,b4ffffffffffffff0000,10
5.625913240,USMsgRx,3986,2,0,a8ffffffffffffff0000,10
5.631937005,USMsgRx,485,2,0,a6ffffffffffffff0000,10
5.725098266,USMsgRx,2556,2,0,a4ffffffffffffff0000,10
5.862544118,USMsgRx,1636,2,0,a1ffffffffffffff0000,10
5.872450460,USMsgRx,116,2,0,a2ffffffffffffff0000,10
5.969810807,USMsgRx,4267,2,0,9fffffffffffffff0000,10
6.073525451,USMsgRx,4711,2,0,9dffffffffffffff0000,10
6.218530777,USMsgRx,2867,2,0,9bffffffffffffff0000,10
6.276642563,USMsgRx,4135,2,0,9affffffffffffff0000,10
6.303940421,USMsgRx,3102,2,0,9cffffffffffffff0000,10
6.432482812,USMsgRx,1367,2,0,99ffffffffffffff0000,10
6.600341742,USMsgRx,1107,2,0,93ffffffffffffff0000,10
6.601234836,USMsgRx,592,2,0,92ffffffffffffff0000,10
6.819935572,USMsgRx,3414,2,0,91ffffffffffffff0000,10
7.093711304,USMsgRx,459,2,0,8fffffffffffffff0000,10
7.238611396,USMsgRx,4232,2,0,8cffffffffffffff0000,10
