Time,DeviceType,NodeId,IfIndex,PhyIndex,TraceSource,PhyTraceIdTag,PacketHex,PacketLength,Miscellaneous
0.886543813,1,935,0,0,MacTx,40a703000000000000ffffffffffffffff000067732e63,23
0.948239813,1,935,0,0,MacTxOk,40a703000000000000ffffffffffffffff000067732e63,23
0.948239813,1,935,0,0,MacSentPkt,40a703000000000000ffffffffffffffff000067732e63,23,1
0.948240974,0,0,0,5,MacRx,40a703000000000000ffffffffffffffff000067732e63,23
1.199934806,1,343,0,0,MacTx,405701000000000000feffffffffffffff000067732e63,23
1.256076377,1,909,0,0,MacTx,408d03000000000000fdffffffffffffff000067732e63,23
1.317772377,1,909,0,0,MacTxOk,408d03000000000000fdffffffffffffff000067732e63,23
1.317772377,1,909,0,0,MacSentPkt,408d03000000000000fdffffffffffffff000067732e63,23,1
1.317774654,0,0,0,5,MacRx,408d03000000000000fdffffffffffffff000067732e63,23
1.349725010,1,814,0,0,MacTx,402e03000000000000fcffffffffffffff000067732e63,23
1.555549010,1,814,0,0,MacTxOk,402e03000000000000fcffffffffffffff000067732e63,23
1.555549010,1,814,0,0,MacSentPkt,402e03000000000000fcffffffffffffff000067732e63,23,1
1.555553543,0,0,0,3,MacRx,402e03000000000000fcffffffffffffff000067732e63,23
1.648211861,1,402,0,0,MacTx,409201000000000000fbffffffffffffff000067732e63,23
1.709907861,1,402,0,0,MacTxOk,409201000000000000fbffffffffffffff000067732e63,23
1.709907861,1,402,0,0,MacSentPkt,409201000000000000fbffffffffffffff000067732e63,23,1
1.709909937,0,0,0,5,MacRx,409201000000000000fbffffffffffffff000067732e63,23
2.116138963,1,105,0,0,MacTx,406900000000000000faffffffffffffff000067732e63,23
2.177834963,1,105,0,0,MacTxOk,406900000000000000faffffffffffffff000067732e63,23
2.177834963,1,105,0,0,MacSentPkt,406900000000000000faffffffffffffff000067732e63,23,1
2.177837759,0,0,0,5,MacRx,406900000000000000faffffffffffffff000067732e63,23
2.237428320,1,404,0,0,MacTx,409401000000000000f9ffffffffffffff000067732e63,23
2.265395869,1,930,0,0,MacTx,40a203000000000000f8ffffffffffffff000067732e63,23
2.335602553,1,271,0,0,MacTx,400f01000000000000f7ffffffffffffff000067732e63,23
2.378547869,1,930,0,0,MacTxOk,40a203000000000000f8ffffffffffffff000067732e63,23
2.378547869,1,930,0,0,MacSentPkt,40a203000000000000f8ffffffffffffff000067732e63,23,1
2.378551603,0,0,0,4,MacRx,40a203000000000000f8ffffffffffffff000067732e63,23
2.443252320,1,404,0,0,MacTxOk,409401000000000000f9ffffffffffffff000067732e63,23
2.443252320,1,404,0,0,MacSentPkt,409401000000000000f9ffffffffffffff000067732e63,23,1
2.443256755,0,0,0,3,MacRx,409401000000000000f9ffffffffffffff000067732e63,23
2.448754553,1,271,0,0,MacTxOk,400f01000000000000f7ffffffffffffff000067732e63,23
2.448754553,1,271,0,0,MacSentPkt,400f01000000000000f7ffffffffffffff000067732e63,23,1
2.682686806,1,343,0,0,MacTxOk,405701000000000000feffffffffffffff000067732e63,23
2.682686806,1,343,0,0,MacSentPkt,405701000000000000feffffffffffffff000067732e63,23,1
2.682691779,0,0,0,0,MacRx,405701000000000000feffffffffffffff000067732e63,23
2.998981537,1,960,0,0,MacTx,40c003000000000000f6ffffffffffffff000067732e63,23
3.124434116,1,325,0,0,MacTx,404501000000000000f5ffffffffffffff000067732e63,23
3.186130116,1,325,0,0,MacTxOk,404501000000000000f5ffffffffffffff000067732e63,23
3.186130116,1,325,0,0,MacSentPkt,404501000000000000f5ffffffffffffff000067732e63,23,1
3.186132942,0,0,0,5,MacRx,404501000000000000f5ffffffffffffff000067732e63,23
3.204805537,1,960,0,0,MacTxOk,40c003000000000000f6ffffffffffffff000067732e63,23
3.204805537,1,960,0,0,MacSentPkt,40c003000000000000f6ffffffffffffff000067732e63,23,1
3.204809767,0,0,0,3,MacRx,40c003000000000000f6ffffffffffffff000067732e63,23
3.681293564,1,725,0,0,MacTx,40d502000000000000f4ffffffffffffff000067732e63,23
3.742989564,1,725,0,0,MacTxOk,40d502000000000000f4ffffffffffffff000067732e63,23
3.742989564,1,725,0,0,MacSentPkt,40d502000000000000f4ffffffffffffff000067732e63,23,1
3.742991869,0,0,0,5,MacRx,40d502000000000000f4ffffffffffffff000067732e63,23
4.427124005,1,889,0,0,MacTx,407903000000000000f3ffffffffffffff000067732e63,23
4.464626598,1,887,0,0,MacTx,407703000000000000f2ffffffffffffff000067732e63,23
4.488820005,1,889,0,0,MacTxOk,407903000000000000f3ffffffffffffff000067732e63,23
4.488820005,1,889,0,0,MacSentPkt,407903000000000000f3ffffffffffffff000067732e63,23,1
4.488822931,0,0,0,5,MacRx,407903000000000000f3ffffffffffffff000067732e63,23
4.577778598,1,887,0,0,MacTxOk,407703000000000000f2ffffffffffffff000067732e63,23
4.577778598,1,887,0,0,MacSentPkt,407703000000000000f2ffffffffffffff000067732e63,23,1
4.577782125,0,0,0,4,MacRx,407703000000000000f2ffffffffffffff000067732e63,23
5.107384073,1,838,0,0,MacTx,404603000000000000f1ffffffffffffff000067732e63,23
5.147782263,1,568,0,0,MacTx,403802000000000000f0ffffffffffffff000067732e63,23
5.220536073,1,838,0,0,MacTxOk,404603000000000000f1ffffffffffffff000067732e63,23
5.220536073,1,838,0,0,MacSentPkt,404603000000000000f1ffffffffffffff000067732e63,23,1
5.220539550,0,0,0,4,MacRx,404603000000000000f1ffffffffffffff000067732e63,23
5.260934263,1,568,0,0,MacTxOk,403802000000000000f0ffffffffffffff000067732e63,23
5.260934263,1,568,0,0,MacSentPkt,403802000000000000f0ffffffffffffff000067732e63,23,1
5.783708696,1,211,0,0,MacTx,40d300000000000000efffffffffffffff000067732e63,23
5.845404696,1,211,0,0,MacTxOk,40d300000000000000efffffffffffffff000067732e63,23
5.845404696,1,211,0,0,MacSentPkt,40d300000000000000efffffffffffffff000067732e63,23,1
5.845407744,0,0,0,5,MacRx,40d300000000000000efffffffffffffff000067732e63,23
5.953865530,1,546,0,0,MacTx,402202000000000000eeffffffffffffff000067732e63,23
6.067017530,1,546,0,0,MacTxOk,402202000000000000eeffffffffffffff000067732e63,23
6.067017530,1,546,0,0,MacSentPkt,402202000000000000eeffffffffffffff000067732e63,23,1
6.067021110,0,0,0,4,MacRx,402202000000000000eeffffffffffffff000067732e63,23
6.987978972,1,358,0,0,MacTx,406601000000000000edffffffffffffff000067732e63,23
7.056024034,1,203,0,0,MacTx,40cb00000000000000ecffffffffffffff000067732e63,23
7.169176034,1,203,0,0,MacTxOk,40cb00000000000000ecffffffffffffff000067732e63,23
7.169176034,1,203,0,0,MacSentPkt,40cb00000000000000ecffffffffffffff000067732e63,23,1
7.169180113,0,0,0,4,MacRx,40cb00000000000000ecffffffffffffff000067732e63,23
7.193802972,1,358,0,0,MacTxOk,406601000000000000edffffffffffffff000067732e63,23
7.193802972,1,358,0,0,MacSentPkt,406601000000000000edffffffffffffff000067732e63,23,1
7.193807555,0,0,0,3,MacRx,406601000000000000edffffffffffffff000067732e63,23
7.727750276,1,172,0,0,MacTx,40ac00000000000000ebffffffffffffff000067732e63,23
7.790841003,1,208,0,0,MacTx,40d000000000000000eaffffffffffffff000067732e63,23
7.813307998,1,550,0,0,MacTx,402602000000000000e9ffffffffffffff000067732e63,23
7.852537003,1,208,0,0,MacTxOk,40d000000000000000eaffffffffffffff000067732e63,23
7.852537003,1,208,0,0,MacSentPkt,40d000000000000000eaffffffffffffff000067732e63,23,1
7.852539504,0,0,0,5,MacRx,40d000000000000000eaffffffffffffff000067732e63,23
7.926459998,1,550,0,0,MacTxOk,402602000000000000e9ffffffffffffff000067732e63,23
7.926459998,1,550,0,0,MacSentPkt,402602000000000000e9ffffffffffffff000067732e63,23,1
7.926463969,0,0,0,4,MacRx,402602000000000000e9ffffffffffffff000067732e63,23
8.574840608,1,216,0,0,MacTx,40d800000000000000e8ffffffffffffff000067732e63,23
8.636536608,1,216,0,0,MacTxOk,40d800000000000000e8ffffffffffffff000067732e63,23
8.636536608,1,216,0,0,MacSentPkt,40d800000000000000e8ffffffffffffff000067732e63,23,1
8.636539471,0,0,0,5,MacRx,40d800000000000000e8ffffffffffffff000067732e63,23
8.889578433,1,662,0,0,MacTx,409602000000000000e7ffffffffffffff000067732e63,23
8.894254348,1,28,0,0,MacTx,401c00000000000000e6ffffffffffffff000067732e63,23
8.934793774,1,260,0,0,MacTx,400401000000000000e5ffffffffffffff000067732e63,23
8.951274433,1,662,0,0,MacTxOk,409602000000000000e7ffffffffffffff000067732e63,23
8.951274433,1,662,0,0,MacSentPkt,409602000000000000e7ffffffffffffff000067732e63,23,1
8.951277142,0,0,0,5,MacRx,409602000000000000e7ffffffffffffff000067732e63,23
8.996489774,1,260,0,0,MacTxOk,400401000000000000e5ffffffffffffff000067732e63,23
8.996489774,1,260,0,0,MacSentPkt,400401000000000000e5ffffffffffffff000067732e63,23,1
9.007406348,1,28,0,0,MacTxOk,401c00000000000000e6ffffffffffffff000067732e63,23
9.007406348,1,28,0,0,MacSentPkt,401c00000000000000e6ffffffffffffff000067732e63,23,1
9.007409798,0,0,0,4,MacRx,401c00000000000000e6ffffffffffffff000067732e63,23
9.023175429,1,235,0,0,MacTx,40eb00000000000000e4ffffffffffffff000067732e63,23
9.210502276,1,172,0,0,MacTxOk,40ac00000000000000ebffffffffffffff000067732e63,23
9.210502276,1,172,0,0,MacSentPkt,40ac00000000000000ebffffffffffffff000067732e63,23,1
9.210507260,0,0,0,0,MacRx,40ac00000000000000ebffffffffffffff000067732e63,23
9.218050985,1,549,0,0,MacTx,402502000000000000e3ffffffffffffff000067732e63,23
9.331202985,1,549,0,0,MacTxOk,402502000000000000e3ffffffffffffff000067732e63,23
9.331202985,1,549,0,0,MacSentPkt,402502000000000000e3ffffffffffffff000067732e63,23,1
9.331206991,0,0,0,4,MacRx,402502000000000000e3ffffffffffffff000067732e63,23
9.393863429,1,235,0,0,MacTxOk,40eb00000000000000e4ffffffffffffff000067732e63,23
9.393863429,1,235,0,0,MacSentPkt,40eb00000000000000e4ffffffffffffff000067732e63,23,1
9.393868162,0,0,0,2,MacRx,40eb00000000000000e4ffffffffffffff000067732e63,23
9.674043793,1,192,0,0,MacTx,40c000000000000000e2ffffffffffffff000067732e63,23
9.787195793,1,192,0,0,MacTxOk,40c000000000000000e2ffffffffffffff000067732e63,23
9.787195793,1,192,0,0,MacSentPkt,40c000000000000000e2ffffffffffffff000067732e63,23,1
9.787199666,0,0,0,4,MacRx,40c000000000000000e2ffffffffffffff000067732e63,23
9.799993070,1,411,0,0,MacTx,409b01000000000000e1ffffffffffffff000067732e63,23
9.886385769,1,724,0,0,MacTx,40d402000000000000e0ffffffffffffff000067732e63,23
9.913145070,1,411,0,0,MacTxOk,409b01000000000000e1ffffffffffffff000067732e63,23
9.913145070,1,411,0,0,MacSentPkt,409b01000000000000e1ffffffffffffff000067732e63,23,1
9.913149158,0,0,0,4,MacRx,409b01000000000000e1ffffffffffffff000067732e63,23
9.948081769,1,724,0,0,MacTxOk,40d402000000000000e0ffffffffffffff000067732e63,23
9.948081769,1,724,0,0,MacSentPkt,40d402000000000000e0ffffffffffffff000067732e63,23,1
9.948085188,0,0,0,5,MacRx,40d402000000000000e0ffffffffffffff000067732e63,23
10.096195782,1,989,0,0,MacTx,40dd03000000000000dfffffffffffffff000067732e63,23
10.209347782,1,989,0,0,MacTxOk,40dd03000000000000dfffffffffffffff000067732e63,23
10.209347782,1,989,0,0,MacSentPkt,40dd03000000000000dfffffffffffffff000067732e63,23,1
10.209351325,0,0,0,4,MacRx,40dd03000000000000dfffffffffffffff000067732e63,23
10.817795677,1,536,0,0,MacTx,401802000000000000deffffffffffffff000067732e63,23
10.879491677,1,536,0,0,MacTxOk,401802000000000000deffffffffffffff000067732e63,23
10.879491677,1,536,0,0,MacSentPkt,401802000000000000deffffffffffffff000067732e63,23,1
10.879493420,0,0,0,5,MacRx,401802000000000000deffffffffffffff000067732e63,23
11.024593443,1,125,0,0,MacTx,407d00000000000000ddffffffffffffff000067732e63,23
