Time,TraceSource,NodeId,MsgType,PacketHex,PacketLength
0.886543813,USMsgTx,935,2,a703000000000000ffffffffffffffff0000,18
1.199934806,USMsgTx,343,2,5701000000000000feffffffffffffff0000,18
1.256076377,USMsgTx,909,2,8d03000000000000fdffffffffffffff0000,18
1.349725010,USMsgTx,814,2,2e03000000000000fcffffffffffffff0000,18
1.648211861,USMsgTx,402,2,9201000000000000fbffffffffffffff0000,18
2.116138963,USMsgTx,105,2,6900000000000000faffffffffffffff0000,18
2.237428320,USMsgTx,404,2,9401000000000000f9ffffffffffffff0000,18
2.265395869,USMsgTx,930,2,a203000000000000f8ffffffffffffff0000,18
2.335602553,USMsgTx,271,2,0f01000000000000f7ffffffffffffff0000,18
2.998981537,USMsgTx,960,2,c003000000000000f6ffffffffffffff0000,18
3.124434116,USMsgTx,325,2,4501000000000000f5ffffffffffffff0000,18
3.681293564,USMsgTx,725,2,d502000000000000f4ffffffffffffff0000,18
4.427124005,USMsgTx,889,2,7903000000000000f3ffffffffffffff0000,18
4.464626598,USMsgTx,887,2,7703000000000000f2ffffffffffffff0000,18
5.107384073,USMsgTx,838,2,4603000000000000f1ffffffffffffff0000,18
5.147782263,USMsgTx,568,2,3802000000000000f0ffffffffffffff0000,18
5.783708696,USMsgTx,211,2,d300000000000000efffffffffffffff0000,18
5.953865530,USMsgTx,546,2,2202000000000000eeffffffffffffff0000,18
6.987978972,USMsgTx,358,2,6601000000000000edffffffffffffff0000,18
7.056024034,USMsgTx,203,2,cb00000000000000ecffffffffffffff0000,18
7.727750276,USMsgTx,172,2,ac00000000000000ebffffffffffffff0000,18
7.790841003,USMsgTx,208,2,d000000000000000eaffffffffffffff0000,18
7.813307998,USMsgTx,550,2,2602000000000000e9ffffffffffffff0000,18
8.574840608,USMsgTx,216,2,d800000000000000e8ffffffffffffff0000,18
8.889578433,USMsgTx,662,2,9602000000000000e7ffffffffffffff0000,18
8.894254348,USMsgTx,28,2,1c00000000000000e6ffffffffffffff0000,18
8.934793774,USMsgTx,260,2,0401000000000000e5ffffffffffffff0000,18
9.023175429,USMsgTx,235,2,eb00000000000000e4ffffffffffffff0000,18
9.218050985,USMsgTx,549,2,2502000000000000e3ffffffffffffff0000,18
9.674043793,USMsgTx,192,2,c000000000000000e2ffffffffffffff0000,18
9.799993070,USMsgTx,411,2,9b01000000000000e1ffffffffffffff0000,18
9.886385769,USMsgTx,724,2,d402000000000000e0ffffffffffffff0000,18
10.096195782,USMsgTx,989,2,dd03000000000000dfffffffffffffff0000,18
10.817795677,USMsgTx,536,2,1802000000000000deffffffffffffff0000,18
11.024593443,USMsgTx,125,2,7d00000000000000ddffffffffffffff0000,18
11.121278561,USMsgTx,623,2,6f02000000000000dcffffffffffffff0000,18
11.126302884,USMsgTx,366,2,6e01000000000000dbffffffffffffff0000,18
11.180595896,USMsgTx,660,2,9402000000000000daffffffffffffff0000,18
11.202232243,USMsgTx,534,2,1602000000000000d9ffffffffffffff0000,18
11.504869464,USMsgTx,750,2,ee02000000000000d8ffffffffffffff0000,18
11.678854941,USMsgTx,3,2,0300000000000000d7ffffffffffffff0000,18
12.055981021,USMsgTx,287,2,1f01000000000000d6ffffffffffffff0000,18
12.587605141,USMsgTx,137,2,8900000000000000d5ffffffffffffff0000,18
12.994989474,USMsgTx,943,2,af03000000000000d4ffffffffffffff0000,18
13.141298814,USMsgTx,217,2,d900000000000000d3ffffffffffffff0000,18
13.324044568,USMsgTx,863,2,5f03000000000000d2ffffffffffffff0000,18
13.646543058,USMsgTx,560,2,3002000000000000d1ffffffffffffff0000,18
14.828594165,USMsgTx,697,2,b902000000000000d0ffffffffffffff0000,18
14.842484725,USMsgTx,119,2,7700000000000000cfffffffffffffff0000,18
15.154556266,USMsgTx,468,2,d401000000000000ceffffffffffffff0000,18
15.284016094,USMsgTx,690,2,b202000000000000cdffffffffffffff0000,18
16.122011084,USMsgTx,74,2,4a00000000000000ccffffffffffffff0000,18
16.332489973,USMsgTx,460,2,cc01000000000000cbffffffffffffff0000,18
16.382993596,USMsgTx,775,2,0703000000000000caffffffffffffff0000,18
16.582367440,USMsgTx,128,2,8000000000000000c9ffffffffffffff0000,18
16.746404646,USMsgTx,406,2,9601000000000000c8ffffffffffffff0000,18
17.285389545,USMsgTx,633,2,7902000000000000c7ffffffffffffff0000,18
17.668380582,USMsgTx,266,2,0a01000000000000c6ffffffffffffff0000,18
17.873462642,USMsgTx,692,2,b402000000000000c5ffffffffffffff0000,18
17.897839593,USMsgTx,283,2,1b01000000000000c4ffffffffffffff0000,18
18.230772086,USMsgTx,473,2,d901000000000000c3ffffffffffffff0000,18
18.830716124,USMsgTx,22,2,1600000000000000c2ffffffffffffff0000,18
19.026957232,USMsgTx,802,2,2203000000000000c1ffffffffffffff0000,18
19.098570191,USMsgTx,868,2,6403000000000000c0ffffffffffffff0000,18
19.295445041,USMsgTx,360,2,6801000000000000bfffffffffffffff0000,18
19.576802424,USMsgTx,448,2,c001000000000000beffffffffffffff0000,18
19.637334995,USMsgTx,658,2,9202000000000000bdffffffffffffff0000,18
19.707505428,USMsgTx,806,2,2603000000000000bcffffffffffffff0000,18
19.944519607,USMsgTx,625,2,7102000000000000bbffffffffffffff0000,18
20.635504809,USMsgTx,885,2,7503000000000000baffffffffffffff0000,18
20.875361850,USMsgTx,831,2,3f03000000000000b9ffffffffffffff0000,18
21.050927457,USMsgTx,173,2,ad00000000000000b8ffffffffffffff0000,18
21.618210360,USMsgTx,85,2,5500000000000000b7ffffffffffffff0000,18
21.672241019,USMsgTx,875,2,6b03000000000000b6ffffffffffffff0000,18
21.878918295,USMsgTx,334,2,4e01000000000000b5ffffffffffffff0000,18
21.960538199,USMsgTx,429,2,ad01000000000000b4ffffffffffffff0000,18
22.213360858,USMsgTx,614,2,6602000000000000b3ffffffffffffff0000,18
22.696539950,USMsgTx,911,2,8f03000000000000b2ffffffffffffff0000,18
22.858386546,USMsgTx,140,2,8c00000000000000b1ffffffffffffff0000,18
22.933318598,USMsgTx,860,2,5c03000000000000b0ffffffffffffff0000,18
23.112381763,USMsgTx,79,2,4f00000000000000afffffffffffffff0000,18
23.324211675,USMsgTx,103,2,6700000000000000aeffffffffffffff0000,18
23.355714990,USMsgTx,138,2,8a00000000000000adffffffffffffff0000,18
