Time,DeviceType,NodeId,IfIndex,PhyIndex,TraceSource,OldState,NewState
0.000000000,0,0,0,0,PhyState,0,2
0.000000000,0,0,0,1,PhyState,0,2
0.000000000,0,0,0,2,PhyState,0,2
0.000000000,0,0,0,3,PhyState,0,2
0.000000000,0,0,0,4,PhyState,0,2
0.000000000,0,0,0,5,PhyState,0,2
0.000000000,0,0,0,6,PhyState,0,2
0.000000000,0,0,0,7,PhyState,0,2
0.000000000,0,0,0,8,PhyState,0,2
0.000000000,0,0,0,9,PhyState,0,2
0.000000000,0,0,0,10,PhyState,0,2
0.000000000,0,0,0,11,PhyState,0,2
0.000000000,0,0,0,12,PhyState,0,2
0.000000000,0,0,0,13,PhyState,0,2
0.000000000,0,0,0,14,PhyState,0,2
0.000000000,0,0,0,15,PhyState,0,2
0.000000000,0,0,0,16,PhyState,0,2
0.000000000,0,0,0,17,PhyState,0,2
0.000000000,0,0,0,18,PhyState,0,2
0.000000000,0,0,0,19,PhyState,0,2
0.000000000,0,0,0,20,PhyState,0,2
0.000000000,0,0,0,21,PhyState,0,2
0.000000000,0,0,0,22,PhyState,0,2
0.000000000,0,0,0,23,PhyState,0,2
0.000000000,0,0,0,24,PhyState,0,2
0.000000000,0,0,0,25,PhyState,0,2
0.000000000,0,0,0,26,PhyState,0,2
0.000000000,0,0,0,27,PhyState,0,2
0.000000000,0,0,0,28,PhyState,0,2
0.000000000,0,0,0,29,PhyState,0,2
0.000000000,0,0,0,30,PhyState,0,2
0.000000000,0,0,0,31,PhyState,0,2
0.000000000,0,0,0,32,PhyState,0,2
0.000000000,0,0,0,33,PhyState,0,2
0.000000000,0,0,0,34,PhyState,0,2
0.000000000,0,0,0,35,PhyState,0,2
0.000000000,0,0,0,36,PhyState,0,2
0.000000000,0,0,0,37,PhyState,0,2
0.000000000,0,0,0,38,PhyState,0,2
0.000000000,0,0,0,39,PhyState,0,2
0.000000000,0,0,0,40,PhyState,0,2
0.000000000,0,0,0,41,PhyState,0,2
0.000000000,0,0,0,42,PhyState,0,2
0.000000000,0,0,0,43,PhyState,0,2
0.000000000,0,0,0,44,PhyState,0,2
0.000000000,0,0,0,45,PhyState,0,2
0.000000000,0,0,0,46,PhyState,0,2
0.000000000,0,0,0,47,PhyState,0,2
0.000000000,0,0,0,48,PhyState,0,2
0.000000000,0,0,0,49,PhyState,0,2
0.000000000,0,0,0,50,PhyState,0,2
0.000000000,0,0,0,51,PhyState,0,2
0.000000000,0,0,0,52,PhyState,0,2
0.000000000,0,0,0,53,PhyState,0,2
0.000000000,0,0,0,54,PhyState,0,2
0.000000000,0,0,0,55,PhyState,0,2
0.007258518,1,4687,0,0,PhyState,0,3
0.007258518,1,4687,0,0,PhyState,3,5
0.007263307,0,0,0,2,PhyState,2,4
0.062735684,1,240,0,0,PhyState,0,3
0.062735684,1,240,0,0,PhyState,3,5
0.062739730,0,0,0,4,PhyState,2,4
0.070185869,1,3912,0,0,PhyState,0,3
0.070185869,1,3912,0,0,PhyState,3,5
0.070190342,0,0,0,3,PhyState,2,4
0.117653288,1,2635,0,0,PhyState,0,3
0.117653288,1,2635,0,0,PhyState,3,5
0.117656556,0,0,0,5,PhyState,2,4
0.175887684,1,240,0,0,PhyState,5,1
0.175891730,0,0,0,4,PhyState,4,2
0.179349288,1,2635,0,0,PhyState,5,1
0.179352556,0,0,0,5,PhyState,4,2
0.276009869,1,3912,0,0,PhyState,5,1
0.276014342,0,0,0,3,PhyState,4,2
0.315529286,1,252,0,0,PhyState,0,3
0.315529286,1,252,0,0,PhyState,3,5
0.315531962,0,0,0,5,PhyState,2,4
0.377225286,1,252,0,0,PhyState,5,1
0.377227962,0,0,0,5,PhyState,4,2
0.377946518,1,4687,0,0,PhyState,5,1
0.377951307,0,0,0,2,PhyState,4,2
0.420270950,1,3736,0,0,PhyState,0,3
0.420270950,1,3736,0,0,PhyState,3,5
0.420274624,0,0,0,4,PhyState,2,4
0.533422950,1,3736,0,0,PhyState,5,1
0.533426624,0,0,0,4,PhyState,4,2
0.547344031,1,2818,0,0,PhyState,0,3
0.547344031,1,2818,0,0,PhyState,3,5
0.547348738,0,0,0,2,PhyState,2,4
0.559589852,1,1359,0,0,PhyState,0,3
0.559589852,1,1359,0,0,PhyState,3,5
0.559592582,0,0,0,5,PhyState,2,4
0.580666079,1,2730,0,0,PhyState,0,3
0.580666079,1,2730,0,0,PhyState,3,5
0.588780739,1,3951,0,0,PhyState,0,3
0.588780739,1,3951,0,0,PhyState,3,5
0.588784399,0,0,0,4,PhyState,2,4
0.621285852,1,1359,0,0,PhyState,5,1
0.621288582,0,0,0,5,PhyState,4,2
0.642362079,1,2730,0,0,PhyState,5,1
0.670739551,1,2466,0,0,PhyState,0,3
0.670739551,1,2466,0,0,PhyState,3,5
0.687098652,1,2012,0,0,PhyState,0,3
0.687098652,1,2012,0,0,PhyState,3,5
0.687100362,0,0,0,5,PhyState,2,4
0.701932739,1,3951,0,0,PhyState,5,1
0.701936399,0,0,0,4,PhyState,4,2
0.726617442,1,4370,0,0,PhyState,0,3
0.726617442,1,4370,0,0,PhyState,3,5
0.748794652,1,2012,0,0,PhyState,5,1
0.748796362,0,0,0,5,PhyState,4,2
0.777644655,1,1203,0,0,PhyState,0,3
0.777644655,1,1203,0,0,PhyState,3,5
0.777645306,0,0,0,5,PhyState,2,4
0.783891551,1,2466,0,0,PhyState,5,1
0.788313442,1,4370,0,0,PhyState,5,1
0.821056419,1,207,0,0,PhyState,0,3
0.821056419,1,207,0,0,PhyState,3,5
0.839340655,1,1203,0,0,PhyState,5,1
0.839341306,0,0,0,5,PhyState,4,2
0.862004184,1,4672,0,0,PhyState,0,3
0.862004184,1,4672,0,0,PhyState,3,5
0.862007193,0,0,0,5,PhyState,2,4
0.882752419,1,207,0,0,PhyState,5,1
0.918032031,1,2818,0,0,PhyState,5,1
0.918036738,0,0,0,2,PhyState,4,2
0.923700184,1,4672,0,0,PhyState,5,1
0.923703193,0,0,0,5,PhyState,4,2
0.940776196,1,167,0,0,PhyState,0,3
0.940776196,1,167,0,0,PhyState,3,5
0.940777943,0,0,0,5,PhyState,2,4
0.941264232,1,1022,0,0,PhyState,0,3
0.941264232,1,1022,0,0,PhyState,3,5
0.999018132,1,306,0,0,PhyState,0,3
0.999018132,1,306,0,0,PhyState,3,5
1.002472196,1,167,0,0,PhyState,5,1
1.002473943,0,0,0,5,PhyState,4,2
1.002960232,1,1022,0,0,PhyState,5,1
1.060199672,1,2996,0,0,PhyState,0,3
1.060199672,1,2996,0,0,PhyState,3,5
1.060204587,0,0,0,1,PhyState,2,4
1.060714132,1,306,0,0,PhyState,5,1
1.061532115,1,46,0,0,PhyState,0,3
1.061532115,1,46,0,0,PhyState,3,5
1.061535520,0,0,0,4,PhyState,2,4
1.098750771,1,389,0,0,PhyState,0,3
1.098750771,1,389,0,0,PhyState,3,5
1.098755483,0,0,0,2,PhyState,2,4
1.174684115,1,46,0,0,PhyState,5,1
1.174687520,0,0,0,4,PhyState,4,2
1.175887684,1,240,0,0,PhyState,1,2
1.179349288,1,2635,0,0,PhyState,1,2
1.191893288,1,2635,0,0,PhyState,2,1
1.198641548,1,1053,0,0,PhyState,0,3
1.198641548,1,1053,0,0,PhyState,3,5
1.198642043,1,240,0,0,PhyState,2,4
1.198645374,0,0,0,4,PhyState,2,4
1.241762460,1,4037,0,0,PhyState,0,3
1.241762460,1,4037,0,0,PhyState,3,5
1.276009869,1,3912,0,0,PhyState,1,2
1.282169033,1,2739,0,0,PhyState,0,3
1.282169033,1,2739,0,0,PhyState,3,5
1.282171605,0,0,0,5,PhyState,2,4
1.311793548,1,1053,0,0,PhyState,5,1
1.311794043,1,240,0,0,PhyState,4,2
1.311794043,1,240,0,0,PhyState,2,1
1.311797374,0,0,0,4,PhyState,4,2
1.326185869,1,3912,0,0,PhyState,2,1
1.343865033,1,2739,0,0,PhyState,5,1
1.343867605,0,0,0,5,PhyState,4,2
1.354914460,1,4037,0,0,PhyState,5,1
1.359006781,1,1582,0,0,PhyState,0,3
1.359006781,1,1582,0,0,PhyState,3,5
1.359010393,0,0,0,4,PhyState,2,4
1.377225286,1,252,0,0,PhyState,1,2
1.377946518,1,4687,0,0,PhyState,1,2
1.389769286,1,252,0,0,PhyState,2,1
1.421569659,1,2125,0,0,PhyState,0,3
1.421569659,1,2125,0,0,PhyState,3,5
1.421572371,0,0,0,5,PhyState,2,4
1.469438771,1,389,0,0,PhyState,5,1
1.469443483,0,0,0,2,PhyState,4,2
1.472158781,1,1582,0,0,PhyState,5,1
1.472162393,0,0,0,4,PhyState,4,2
1.478298518,1,4687,0,0,PhyState,2,1
1.483265659,1,2125,0,0,PhyState,5,1
1.483268371,0,0,0,5,PhyState,4,2
1.523700081,1,2522,0,0,PhyState,0,3
1.523700081,1,2522,0,0,PhyState,3,5
1.523704652,0,0,0,3,PhyState,2,4
1.533422950,1,3736,0,0,PhyState,1,2
1.558510950,1,3736,0,0,PhyState,2,1
1.621285852,1,1359,0,0,PhyState,1,2
1.633829852,1,1359,0,0,PhyState,2,1
1.642362079,1,2730,0,0,PhyState,1,2
1.654906079,1,2730,0,0,PhyState,2,1
1.684937731,1,4966,0,0,PhyState,0,3
1.684937731,1,4966,0,0,PhyState,3,5
1.684939775,0,0,0,5,PhyState,2,4
1.701932739,1,3951,0,0,PhyState,1,2
1.727020739,1,3951,0,0,PhyState,2,1
1.729524081,1,2522,0,0,PhyState,5,1
1.729528652,0,0,0,3,PhyState,4,2
1.746633731,1,4966,0,0,PhyState,5,1
1.746635775,0,0,0,5,PhyState,4,2
1.748794652,1,2012,0,0,PhyState,1,2
1.761338652,1,2012,0,0,PhyState,2,1
1.783891551,1,2466,0,0,PhyState,1,2
1.788313442,1,4370,0,0,PhyState,1,2
1.800857442,1,4370,0,0,PhyState,2,1
1.808979551,1,2466,0,0,PhyState,2,1
1.839340655,1,1203,0,0,PhyState,1,2
1.851884655,1,1203,0,0,PhyState,2,1
1.882752419,1,207,0,0,PhyState,1,2
1.883495672,1,2996,0,0,PhyState,5,1
1.883500587,0,0,0,1,PhyState,4,2
1.895296419,1,207,0,0,PhyState,2,1
1.918032031,1,2818,0,0,PhyState,1,2
1.923700184,1,4672,0,0,PhyState,1,2
1.936244184,1,4672,0,0,PhyState,2,1
1.941537904,1,3472,0,0,PhyState,0,3
1.941537904,1,3472,0,0,PhyState,3,5
1.941541832,0,0,0,4,PhyState,2,4
1.958957805,1,1929,0,0,PhyState,0,3
1.958957805,1,1929,0,0,PhyState,3,5
1.990087845,1,618,0,0,PhyState,0,3
1.990087845,1,618,0,0,PhyState,3,5
1.990088587,0,0,0,5,PhyState,2,4
2.002472196,1,167,0,0,PhyState,1,2
2.002960232,1,1022,0,0,PhyState,1,2
2.015016196,1,167,0,0,PhyState,2,1
2.015504232,1,1022,0,0,PhyState,2,1
2.018384031,1,2818,0,0,PhyState,2,1
2.021439867,1,4029,0,0,PhyState,0,3
2.021439867,1,4029,0,0,PhyState,3,5
2.032509847,1,2694,0,0,PhyState,0,3
2.032509847,1,2694,0,0,PhyState,3,5
2.051783845,1,618,0,0,PhyState,5,1
2.051784587,0,0,0,5,PhyState,4,2
2.054689904,1,3472,0,0,PhyState,5,1
2.054693832,0,0,0,4,PhyState,4,2
2.060714132,1,306,0,0,PhyState,1,2
2.072109805,1,1929,0,0,PhyState,5,1
2.073258132,1,306,0,0,PhyState,2,1
2.083135867,1,4029,0,0,PhyState,5,1
2.093788617,1,462,0,0,PhyState,0,3
2.093788617,1,462,0,0,PhyState,3,5
2.093790544,0,0,0,5,PhyState,2,4
2.113590445,1,779,0,0,PhyState,0,3
2.113590445,1,779,0,0,PhyState,3,5
2.113814032,1,731,0,0,PhyState,0,3
2.113814032,1,731,0,0,PhyState,3,5
2.115603499,1,2804,0,0,PhyState,0,3
2.115603499,1,2804,0,0,PhyState,3,5
2.129955972,1,4126,0,0,PhyState,0,3
2.129955972,1,4126,0,0,PhyState,3,5
2.145661847,1,2694,0,0,PhyState,5,1
2.155484617,1,462,0,0,PhyState,5,1
2.155486544,0,0,0,5,PhyState,4,2
2.174684115,1,46,0,0,PhyState,1,2
2.175286445,1,779,0,0,PhyState,5,1
2.175510032,1,731,0,0,PhyState,5,1
2.175887684,1,240,0,0,PhyState,1,2
2.179349288,1,2635,0,0,PhyState,1,2
2.199772115,1,46,0,0,PhyState,2,1
2.228755499,1,2804,0,0,PhyState,5,1
2.276009869,1,3912,0,0,PhyState,1,2
2.311793548,1,1053,0,0,PhyState,1,2
2.313423059,1,1845,0,0,PhyState,0,3
2.313423059,1,1845,0,0,PhyState,3,5
2.313426379,0,0,0,5,PhyState,2,4
2.335779972,1,4126,0,0,PhyState,5,1
2.336881548,1,1053,0,0,PhyState,2,1
2.343865033,1,2739,0,0,PhyState,1,2
2.346605967,1,4256,0,0,PhyState,0,3
2.346605967,1,4256,0,0,PhyState,3,5
2.346609945,1,2739,0,0,PhyState,2,4
2.354914460,1,4037,0,0,PhyState,1,2
2.369169423,1,2681,0,0,PhyState,0,3
2.369169423,1,2681,0,0,PhyState,3,5
2.375119059,1,1845,0,0,PhyState,5,1
2.375122379,0,0,0,5,PhyState,4,2
2.377225286,1,252,0,0,PhyState,1,2
2.377946518,1,4687,0,0,PhyState,1,2
2.380002460,1,4037,0,0,PhyState,2,1
2.408301967,1,4256,0,0,PhyState,5,1
2.408305945,1,2739,0,0,PhyState,4,2
2.408305945,1,2739,0,0,PhyState,2,1
2.430865423,1,2681,0,0,PhyState,5,1
2.469438771,1,389,0,0,PhyState,1,2
2.472158781,1,1582,0,0,PhyState,1,2
2.483265659,1,2125,0,0,PhyState,1,2
2.495809659,1,2125,0,0,PhyState,2,1
2.497246781,1,1582,0,0,PhyState,2,1
2.507229782,1,1338,0,0,PhyState,0,3
2.507229782,1,1338,0,0,PhyState,3,5
2.507231629,0,0,0,5,PhyState,2,4
2.533422950,1,3736,0,0,PhyState,1,2
2.551603231,1,4219,0,0,PhyState,0,3
2.551603231,1,4219,0,0,PhyState,3,5
2.551607160,0,0,0,4,PhyState,2,4
2.568925782,1,1338,0,0,PhyState,5,1
2.568927629,0,0,0,5,PhyState,4,2
2.569790771,1,389,0,0,PhyState,2,1
2.577295684,1,240,0,0,PhyState,2,0
2.580757288,1,2635,0,0,PhyState,2,0
2.621285852,1,1359,0,0,PhyState,1,2
2.642362079,1,2730,0,0,PhyState,1,2
2.664755231,1,4219,0,0,PhyState,5,1
2.664759160,0,0,0,4,PhyState,4,2
2.677417869,1,3912,0,0,PhyState,2,0
2.701932739,1,3951,0,0,PhyState,1,2
2.703532707,1,4780,0,0,PhyState,0,3
