Time,DeviceType,NodeId,IfIndex,PhyIndex,TraceSource,OldState,NewState
0.000000000,0,0,0,0,PhyState,0,2
0.000000000,0,0,0,1,PhyState,0,2
0.000000000,0,0,0,2,PhyState,0,2
0.000000000,0,0,0,3,PhyState,0,2
0.000000000,0,0,0,4,PhyState,0,2
0.000000000,0,0,0,5,PhyState,0,2
0.000000000,0,0,0,6,PhyState,0,2
0.000000000,0,0,0,7,PhyState,0,2
0.000000000,0,0,0,8,PhyState,0,2
0.000000000,0,0,0,9,PhyState,0,2
0.000000000,0,0,0,10,PhyState,0,2
0.000000000,0,0,0,11,PhyState,0,2
0.000000000,0,0,0,12,PhyState,0,2
0.000000000,0,0,0,13,PhyState,0,2
0.000000000,0,0,0,14,PhyState,0,2
0.000000000,0,0,0,15,PhyState,0,2
0.000000000,0,0,0,16,PhyState,0,2
0.000000000,0,0,0,17,PhyState,0,2
0.000000000,0,0,0,18,PhyState,0,2
0.000000000,0,0,0,19,PhyState,0,2
0.000000000,0,0,0,20,PhyState,0,2
0.000000000,0,0,0,21,PhyState,0,2
0.000000000,0,0,0,22,PhyState,0,2
0.000000000,0,0,0,23,PhyState,0,2
0.000000000,0,0,0,24,PhyState,0,2
0.000000000,0,0,0,25,PhyState,0,2
0.000000000,0,0,0,26,PhyState,0,2
0.000000000,0,0,0,27,PhyState,0,2
0.000000000,0,0,0,28,PhyState,0,2
0.000000000,0,0,0,29,PhyState,0,2
0.000000000,0,0,0,30,PhyState,0,2
0.000000000,0,0,0,31,PhyState,0,2
0.000000000,0,0,0,32,PhyState,0,2
0.000000000,0,0,0,33,PhyState,0,2
0.000000000,0,0,0,34,PhyState,0,2
0.000000000,0,0,0,35,PhyState,0,2
0.000000000,0,0,0,36,PhyState,0,2
0.000000000,0,0,0,37,PhyState,0,2
0.000000000,0,0,0,38,PhyState,0,2
0.000000000,0,0,0,39,PhyState,0,2
0.000000000,0,0,0,40,PhyState,0,2
0.000000000,0,0,0,41,PhyState,0,2
0.000000000,0,0,0,42,PhyState,0,2
0.000000000,0,0,0,43,PhyState,0,2
0.000000000,0,0,0,44,PhyState,0,2
0.000000000,0,0,0,45,PhyState,0,2
0.000000000,0,0,0,46,PhyState,0,2
0.000000000,0,0,0,47,PhyState,0,2
0.000000000,0,0,0,48,PhyState,0,2
0.000000000,0,0,0,49,PhyState,0,2
0.000000000,0,0,0,50,PhyState,0,2
0.000000000,0,0,0,51,PhyState,0,2
0.000000000,0,0,0,52,PhyState,0,2
0.000000000,0,0,0,53,PhyState,0,2
0.000000000,0,0,0,54,PhyState,0,2
0.000000000,0,0,0,55,PhyState,0,2
0.090201296,1,2179,0,0,PhyState,0,3
0.090201296,1,2179,0,0,PhyState,3,5
0.090203283,0,0,0,5,PhyState,2,4
0.151897296,1,2179,0,0,PhyState,5,1
0.151899283,0,0,0,5,PhyState,4,2
0.224446213,1,1780,0,0,PhyState,0,3
0.224446213,1,1780,0,0,PhyState,3,5
0.224447387,0,0,0,5,PhyState,2,4
0.246659166,1,2393,0,0,PhyState,0,3
0.246659166,1,2393,0,0,PhyState,3,5
0.286142213,1,1780,0,0,PhyState,5,1
0.286143387,0,0,0,5,PhyState,4,2
0.308355166,1,2393,0,0,PhyState,5,1
0.318448214,1,2267,0,0,PhyState,0,3
0.318448214,1,2267,0,0,PhyState,3,5
0.318449509,0,0,0,5,PhyState,2,4
0.380144214,1,2267,0,0,PhyState,5,1
0.380145509,0,0,0,5,PhyState,4,2
0.462113343,1,1225,0,0,PhyState,0,3
0.462113343,1,1225,0,0,PhyState,3,5
0.462116314,0,0,0,5,PhyState,2,4
0.523809343,1,1225,0,0,PhyState,5,1
0.523812314,0,0,0,5,PhyState,4,2
0.531086211,1,2946,0,0,PhyState,0,3
0.531086211,1,2946,0,0,PhyState,3,5
0.531088722,0,0,0,5,PhyState,2,4
0.592782211,1,2946,0,0,PhyState,5,1
0.592784722,0,0,0,5,PhyState,4,2
0.648335282,1,964,0,0,PhyState,0,3
0.648335282,1,964,0,0,PhyState,3,5
0.648338616,0,0,0,5,PhyState,2,4
0.710031282,1,964,0,0,PhyState,5,1
0.710034616,0,0,0,5,PhyState,4,2
0.727310695,1,2874,0,0,PhyState,0,3
0.727310695,1,2874,0,0,PhyState,3,5
0.727312417,0,0,0,5,PhyState,2,4
0.789006695,1,2874,0,0,PhyState,5,1
0.789008417,0,0,0,5,PhyState,4,2
0.793281934,1,1446,0,0,PhyState,0,3
0.793281934,1,1446,0,0,PhyState,3,5
0.793283232,0,0,0,5,PhyState,2,4
0.809993634,1,2848,0,0,PhyState,0,3
0.809993634,1,2848,0,0,PhyState,3,5
0.836332508,1,994,0,0,PhyState,0,3
0.836332508,1,994,0,0,PhyState,3,5
0.854977934,1,1446,0,0,PhyState,5,1
0.854979232,0,0,0,5,PhyState,4,2
0.871689634,1,2848,0,0,PhyState,5,1
0.898028508,1,994,0,0,PhyState,5,1
0.963021558,1,1740,0,0,PhyState,0,3
0.963021558,1,1740,0,0,PhyState,3,5
0.963023595,0,0,0,5,PhyState,2,4
1.010154609,1,2505,0,0,PhyState,0,3
1.010154609,1,2505,0,0,PhyState,3,5
1.024717558,1,1740,0,0,PhyState,5,1
1.024719595,0,0,0,5,PhyState,4,2
1.071850609,1,2505,0,0,PhyState,5,1
1.142688500,1,111,0,0,PhyState,0,3
1.142688500,1,111,0,0,PhyState,3,5
1.142690522,0,0,0,5,PhyState,2,4
1.151897296,1,2179,0,0,PhyState,1,2
1.164441296,1,2179,0,0,PhyState,2,1
1.204384500,1,111,0,0,PhyState,5,1
1.204386522,0,0,0,5,PhyState,4,2
1.236021066,1,2454,0,0,PhyState,0,3
1.236021066,1,2454,0,0,PhyState,3,5
1.236021717,0,0,0,5,PhyState,2,4
1.286142213,1,1780,0,0,PhyState,1,2
1.291835254,1,2644,0,0,PhyState,0,3
1.291835254,1,2644,0,0,PhyState,3,5
1.291835979,1,1780,0,0,PhyState,2,4
1.297717066,1,2454,0,0,PhyState,5,1
1.297717717,0,0,0,5,PhyState,4,2
1.308355166,1,2393,0,0,PhyState,1,2
1.320899166,1,2393,0,0,PhyState,2,1
1.353531254,1,2644,0,0,PhyState,5,1
1.353531979,1,1780,0,0,PhyState,4,2
1.353531979,1,1780,0,0,PhyState,2,1
1.380144214,1,2267,0,0,PhyState,1,2
1.392688214,1,2267,0,0,PhyState,2,1
1.426985556,1,1369,0,0,PhyState,0,3
1.426985556,1,1369,0,0,PhyState,3,5
1.426987714,0,0,0,5,PhyState,2,4
1.438122312,1,2169,0,0,PhyState,0,3
1.438122312,1,2169,0,0,PhyState,3,5
1.466844860,1,1506,0,0,PhyState,0,3
1.466844860,1,1506,0,0,PhyState,3,5
1.488681556,1,1369,0,0,PhyState,5,1
1.488683714,0,0,0,5,PhyState,4,2
1.499818312,1,2169,0,0,PhyState,5,1
1.523809343,1,1225,0,0,PhyState,1,2
1.528540860,1,1506,0,0,PhyState,5,1
1.536353343,1,1225,0,0,PhyState,2,1
1.584593492,1,1193,0,0,PhyState,0,3
1.584593492,1,1193,0,0,PhyState,3,5
1.584596464,0,0,0,5,PhyState,2,4
1.592782211,1,2946,0,0,PhyState,1,2
1.605326211,1,2946,0,0,PhyState,2,1
1.644716328,1,2171,0,0,PhyState,0,3
1.644716328,1,2171,0,0,PhyState,3,5
1.646289492,1,1193,0,0,PhyState,5,1
1.646292464,0,0,0,5,PhyState,4,2
1.648335704,1,1109,0,0,PhyState,0,3
1.648335704,1,1109,0,0,PhyState,3,5
1.648338711,0,0,0,5,PhyState,2,4
1.672003825,1,1251,0,0,PhyState,0,3
1.672003825,1,1251,0,0,PhyState,3,5
1.706412328,1,2171,0,0,PhyState,5,1
1.710031282,1,964,0,0,PhyState,1,2
1.710031704,1,1109,0,0,PhyState,5,1
1.710034711,0,0,0,5,PhyState,4,2
1.722575282,1,964,0,0,PhyState,2,1
1.733699825,1,1251,0,0,PhyState,5,1
1.789006695,1,2874,0,0,PhyState,1,2
1.801550695,1,2874,0,0,PhyState,2,1
1.854977934,1,1446,0,0,PhyState,1,2
1.857605293,1,1857,0,0,PhyState,0,3
1.857605293,1,1857,0,0,PhyState,3,5
1.857607412,0,0,0,5,PhyState,2,4
1.857608656,1,1446,0,0,PhyState,2,4
1.871689634,1,2848,0,0,PhyState,1,2
1.884233634,1,2848,0,0,PhyState,2,1
1.898028508,1,994,0,0,PhyState,1,2
1.910572508,1,994,0,0,PhyState,2,1
1.919301293,1,1857,0,0,PhyState,5,1
1.919303412,0,0,0,5,PhyState,4,2
1.919304656,1,1446,0,0,PhyState,4,2
1.919304656,1,1446,0,0,PhyState,2,1
1.954421030,1,2718,0,0,PhyState,0,3
1.954421030,1,2718,0,0,PhyState,3,5
1.954421397,0,0,0,5,PhyState,2,4
2.016117030,1,2718,0,0,PhyState,5,1
2.016117397,0,0,0,5,PhyState,4,2
2.024717558,1,1740,0,0,PhyState,1,2
2.037261558,1,1740,0,0,PhyState,2,1
2.037742180,1,2396,0,0,PhyState,0,3
2.037742180,1,2396,0,0,PhyState,3,5
2.037743787,0,0,0,5,PhyState,2,4
2.071850609,1,2505,0,0,PhyState,1,2
2.084394609,1,2505,0,0,PhyState,2,1
2.099438180,1,2396,0,0,PhyState,5,1
2.099439787,0,0,0,5,PhyState,4,2
2.110679759,1,1102,0,0,PhyState,0,3
2.110679759,1,1102,0,0,PhyState,3,5
2.110682123,0,0,0,5,PhyState,2,4
2.117670825,1,1849,0,0,PhyState,0,3
2.117670825,1,1849,0,0,PhyState,3,5
2.148695533,1,2944,0,0,PhyState,0,3
2.148695533,1,2944,0,0,PhyState,3,5
2.151897296,1,2179,0,0,PhyState,1,2
2.164822525,1,1972,0,0,PhyState,0,3
2.164822525,1,1972,0,0,PhyState,3,5
2.172375759,1,1102,0,0,PhyState,5,1
2.172378123,0,0,0,5,PhyState,4,2
2.179366825,1,1849,0,0,PhyState,5,1
2.204384500,1,111,0,0,PhyState,1,2
2.210391533,1,2944,0,0,PhyState,5,1
2.216928500,1,111,0,0,PhyState,2,1
2.226518525,1,1972,0,0,PhyState,5,1
2.242992298,1,1496,0,0,PhyState,0,3
2.242992298,1,1496,0,0,PhyState,3,5
2.242995204,0,0,0,5,PhyState,2,4
2.286142213,1,1780,0,0,PhyState,1,2
2.297717066,1,2454,0,0,PhyState,1,2
2.304688298,1,1496,0,0,PhyState,5,1
2.304691204,0,0,0,5,PhyState,4,2
2.308355166,1,2393,0,0,PhyState,1,2
2.310261066,1,2454,0,0,PhyState,2,1
2.353531254,1,2644,0,0,PhyState,1,2
2.366075254,1,2644,0,0,PhyState,2,1
2.380144214,1,2267,0,0,PhyState,1,2
2.488681556,1,1369,0,0,PhyState,1,2
2.499818312,1,2169,0,0,PhyState,1,2
2.501225556,1,1369,0,0,PhyState,2,1
2.512362312,1,2169,0,0,PhyState,2,1
2.523809343,1,1225,0,0,PhyState,1,2
2.528540860,1,1506,0,0,PhyState,1,2
2.541084860,1,1506,0,0,PhyState,2,1
2.553305296,1,2179,0,0,PhyState,2,0
2.592782211,1,2946,0,0,PhyState,1,2
2.646289492,1,1193,0,0,PhyState,1,2
2.658833492,1,1193,0,0,PhyState,2,1
2.677492088,1,2544,0,0,PhyState,0,3
2.677492088,1,2544,0,0,PhyState,3,5
2.677494361,0,0,0,5,PhyState,2,4
2.687550213,1,1780,0,0,PhyState,2,0
2.706412328,1,2171,0,0,PhyState,1,2
2.709763166,1,2393,0,0,PhyState,2,0
2.710031282,1,964,0,0,PhyState,1,2
2.710031704,1,1109,0,0,PhyState,1,2
2.718956328,1,2171,0,0,PhyState,2,1
2.722575704,1,1109,0,0,PhyState,2,1
2.733699825,1,1251,0,0,PhyState,1,2
2.739188088,1,2544,0,0,PhyState,5,1
2.739190361,0,0,0,5,PhyState,4,2
2.746243825,1,1251,0,0,PhyState,2,1
2.781552214,1,2267,0,0,PhyState,2,0
2.789006695,1,2874,0,0,PhyState,1,2
2.854977934,1,1446,0,0,PhyState,1,2
2.871689634,1,2848,0,0,PhyState,1,2
2.898028508,1,994,0,0,PhyState,1,2
2.919301293,1,1857,0,0,PhyState,1,2
2.925217343,1,1225,0,0,PhyState,2,0
2.931845293,1,1857,0,0,PhyState,2,1
2.994190211,1,2946,0,0,PhyState,2,0
3.016117030,1,2718,0,0,PhyState,1,2
3.024717558,1,1740,0,0,PhyState,1,2
3.028661030,1,2718,0,0,PhyState,2,1
3.036098142,1,1132,0,0,PhyState,0,3
3.036098142,1,1132,0,0,PhyState,3,5
3.036100305,0,0,0,5,PhyState,2,4
3.071850609,1,2505,0,0,PhyState,1,2
3.092266256,1,541,0,0,PhyState,0,3
3.092266256,1,541,0,0,PhyState,3,5
3.097794142,1,1132,0,0,PhyState,5,1
3.097796305,0,0,0,5,PhyState,4,2
3.099438180,1,2396,0,0,PhyState,1,2
3.111439282,1,964,0,0,PhyState,2,0
3.111982180,1,2396,0,0,PhyState,2,1
3.126306633,1,1837,0,0,PhyState,0,3
3.126306633,1,1837,0,0,PhyState,3,5
3.126308475,0,0,0,5,PhyState,2,4
3.153962256,1,541,0,0,PhyState,5,1
3.172375759,1,1102,0,0,PhyState,1,2
3.179366825,1,1849,0,0,PhyState,1,2
3.184919759,1,1102,0,0,PhyState,2,1
3.188002633,1,1837,0,0,PhyState,5,1
3.188004475,0,0,0,5,PhyState,4,2
3.190414695,1,2874,0,0,PhyState,2,0
3.191910825,1,1849,0,0,PhyState,2,1
3.201350445,1,914,0,0,PhyState,0,3
3.201350445,1,914,0,0,PhyState,3,5
3.201351283,0,0,0,5,PhyState,2,4
3.204384500,1,111,0,0,PhyState,1,2
3.210391533,1,2944,0,0,PhyState,1,2
3.218258700,1,2010,0,0,PhyState,0,3
3.218258700,1,2010,0,0,PhyState,3,5
3.218259756,1,2944,0,0,PhyState,2,4
3.226518525,1,1972,0,0,PhyState,1,2
3.239062525,1,1972,0,0,PhyState,2,1
3.256385934,1,1446,0,0,PhyState,2,0
3.263046445,1,914,0,0,PhyState,5,1
3.263047283,0,0,0,5,PhyState,4,2
3.273097634,1,2848,0,0,PhyState,2,0
3.279954700,1,2010,0,0,PhyState,5,1
3.279955756,1,2944,0,0,PhyState,4,2
3.279955756,1,2944,0,0,PhyState,2,1
3.297717066,1,2454,0,0,PhyState,1,2
3.299436508,1,994,0,0,PhyState,2,0
3.301589769,1,2404,0,0,PhyState,0,3
3.301589769,1,2404,0,0,PhyState,3,5
3.301592177,0,0,0,5,PhyState,2,4
3.304688298,1,1496,0,0,PhyState,1,2
3.317232298,1,1496,0,0,PhyState,2,1
3.335049001,1,483,0,0,PhyState,0,3
