Time,TraceSource,NodeId,MsgType,PacketHex,PacketLength
9.376286377,USMsgTx,290,2,220100000000000083ffffffffffffff0000,18
9.423285527,USMsgTx,890,2,7a0300000000000082ffffffffffffff0000,18
9.512691520,USMsgTx,1712,2,b00600000000000081ffffffffffffff0000,18
9.571065053,USMsgTx,1659,2,7b0600000000000080ffffffffffffff0000,18
9.592737512,USMsgTx,2594,2,220a0000000000007fffffffffffffff0000,18
9.619334060,USMsgTx,1111,2,57040000000000007effffffffffffff0000,18
9.946057728,USMsgTx,1977,2,b9070000000000007dffffffffffffff0000,18
10.023515947,USMsgTx,931,2,a3030000000000007cffffffffffffff0000,18
10.153151585,USMsgTx,854,2,56030000000000007bffffffffffffff0000,18
10.158020522,USMsgTx,2010,2,da070000000100007affffffffffffff0000,18
10.170097908,USMsgTx,1541,2,050600000000000079ffffffffffffff0000,18
10.232756270,USMsgTx,1353,2,490500000000000078ffffffffffffff0000,18
10.548126998,USMsgTx,2858,2,2a0b00000000000077ffffffffffffff0000,18
10.567627357,USMsgTx,1810,2,120700000000000076ffffffffffffff0000,18
10.634150824,USMsgTx,2420,2,740900000000000075ffffffffffffff0000,18
10.803370211,USMsgTx,514,2,020200000000000074ffffffffffffff0000,18
10.929074527,USMsgTx,1383,2,670500000000000073ffffffffffffff0000,18
11.019939112,USMsgTx,2424,2,780900000000000072ffffffffffffff0000,18
11.367336535,USMsgTx,2227,2,b30800000000000071ffffffffffffff0000,18
11.665600986,USMsgTx,50,2,320000000000000070ffffffffffffff0000,18
11.720667299,USMsgTx,2910,2,5e0b0000000000006fffffffffffffff0000,18
11.995807056,USMsgTx,1442,2,a2050000000000006effffffffffffff0000,18
12.009034677,USMsgTx,1187,2,a3040000000000006dffffffffffffff0000,18
12.259649962,USMsgTx,1204,2,b4040000000000006cffffffffffffff0000,18
12.264069391,USMsgTx,493,2,ed010000000000006bffffffffffffff0000,18
12.350098385,USMsgTx,884,2,74030000000000006affffffffffffff0000,18
12.458153835,USMsgTx,2405,2,650900000000000069ffffffffffffff0000,18
12.487196153,USMsgTx,881,2,710300000000000068ffffffffffffff0000,18
12.730747309,USMsgTx,1828,2,240700000000000067ffffffffffffff0000,18
12.774208597,USMsgTx,2439,2,870900000000000066ffffffffffffff0000,18
12.800014382,USMsgTx,2986,2,aa0b00000000000065ffffffffffffff0000,18
12.811797872,USMsgTx,459,2,cb0100000000000064ffffffffffffff0000,18
12.981414422,USMsgTx,2780,2,dc0a00000000000063ffffffffffffff0000,18
12.987918639,USMsgTx,2870,2,360b00000000000062ffffffffffffff0000,18
13.118306833,USMsgTx,685,2,ad0200000000000061ffffffffffffff0000,18
13.247960981,USMsgTx,2138,2,5a0800000000000060ffffffffffffff0000,18
13.323193665,USMsgTx,312,2,38010000000000005fffffffffffffff0000,18
13.472760073,USMsgTx,1865,2,49070000000000005effffffffffffff0000,18
13.495551517,USMsgTx,2824,2,080b0000000000005dffffffffffffff0000,18
13.651511152,USMsgTx,112,2,70000000000000005cffffffffffffff0000,18
13.678432708,USMsgTx,93,2,5d000000000000005bffffffffffffff0000,18
13.749965061,USMsgTx,1361,2,51050000000000005affffffffffffff0000,18
13.761510504,USMsgTx,2177,2,810800000000000059ffffffffffffff0000,18
13.943276624,USMsgTx,997,2,e50300000000000058ffffffffffffff0000,18
13.946032454,USMsgTx,13,2,0d0000000000000057ffffffffffffff0000,18
13.948973315,USMsgTx,2820,2,040b00000000000056ffffffffffffff0000,18
13.964972972,USMsgTx,761,2,f90200000000000055ffffffffffffff0000,18
14.071504801,USMsgTx,2792,2,e80a00000000000054ffffffffffffff0000,18
14.353348264,USMsgTx,1175,2,970400000000000053ffffffffffffff0000,18
14.568368399,USMsgTx,1197,2,ad0400000000000052ffffffffffffff0000,18
14.587122349,USMsgTx,1781,2,f50600000000000051ffffffffffffff0000,18
14.681692014,USMsgTx,1499,2,db0500000000000050ffffffffffffff0000,18
14.774468441,USMsgTx,1285,2,05050000000000004fffffffffffffff0000,18
14.876697141,USMsgTx,1463,2,b7050000000000004effffffffffffff0000,18
15.103704305,USMsgTx,349,2,5d010000000000004dffffffffffffff0000,18
15.185720044,USMsgTx,2809,2,f90a0000000000004cffffffffffffff0000,18
15.411443800,USMsgTx,358,2,66010000000000004bffffffffffffff0000,18
15.448263756,USMsgTx,1121,2,61040000000000004affffffffffffff0000,18
15.586638926,USMsgTx,553,2,290200000000000049ffffffffffffff0000,18
15.672079301,USMsgTx,2804,2,f40a00000000000048ffffffffffffff0000,18
15.676665739,USMsgTx,1643,2,6b0600000000000047ffffffffffffff0000,18
15.813700293,USMsgTx,221,2,dd0000000000000046ffffffffffffff0000,18
15.932781368,USMsgTx,333,2,4d0100000000000045ffffffffffffff0000,18
15.951751712,USMsgTx,1779,2,f30600000000000044ffffffffffffff0000,18
16.023028486,USMsgTx,1258,2,ea0400000000000043ffffffffffffff0000,18
16.054821605,USMsgTx,2829,2,0d0b00000000000042ffffffffffffff0000,18
16.125818284,USMsgTx,2145,2,610800000000000041ffffffffffffff0000,18
16.196894382,USMsgTx,2310,2,060900000000000040ffffffffffffff0000,18
16.248100898,USMsgTx,308,2,34010000000000003fffffffffffffff0000,18
16.366671166,USMsgTx,2,2,02000000000000003effffffffffffff0000,18
16.414428459,USMsgTx,92,2,5c000000000000003dffffffffffffff0000,18
16.579554404,USMsgTx,1768,2,e8060000000000003cffffffffffffff0000,18
16.660289109,USMsgTx,2123,2,4b080000000000003bffffffffffffff0000,18
16.800258586,USMsgTx,630,2,76020000000000003affffffffffffff0000,18
16.849937291,USMsgTx,2425,2,790900000000000039ffffffffffffff0000,18
16.898108579,USMsgTx,1736,2,c80600000000000038ffffffffffffff0000,18
16.959433659,USMsgTx,1587,2,330600000000000037ffffffffffffff0000,18
17.218676647,USMsgTx,1531,2,fb0500000000000036ffffffffffffff0000,18
17.231408898,USMsgTx,1979,2,bb0700000000000035ffffffffffffff0000,18
17.286491486,USMsgTx,2745,2,b90a00000000000034ffffffffffffff0000,18
17.317134957,USMsgTx,1030,2,060400000000000033ffffffffffffff0000,18
17.371448435,USMsgTx,2280,2,e80800000000000032ffffffffffffff0000,18
17.571096577,USMsgTx,2941,2,7d0b00000000000031ffffffffffffff0000,18
17.581932842,USMsgTx,634,2,7a0200000000000030ffffffffffffff0000,18
17.781676188,USMsgTx,360,2,68010000000000002fffffffffffffff0000,18
17.828009046,USMsgTx,2362,2,3a090000000000002effffffffffffff0000,18
18.026190565,USMsgTx,1320,2,28050000000000002dffffffffffffff0000,18
18.138531053,USMsgTx,666,2,9a020000000000002cffffffffffffff0000,18
18.191528852,USMsgTx,2838,2,160b0000000000002bffffffffffffff0000,18
18.218608896,USMsgTx,1483,2,cb050000000000002affffffffffffff0000,18
18.220496361,USMsgTx,409,2,990100000000000029ffffffffffffff0000,18
18.291632739,USMsgTx,431,2,af0100000000000028ffffffffffffff0000,18
18.657469721,USMsgTx,2390,2,560900000000000027ffffffffffffff0000,18
18.662707154,USMsgTx,1190,2,a60400000000000026ffffffffffffff0000,18
18.767124229,USMsgTx,1811,2,130700000000000025ffffffffffffff0000,18
18.971050355,USMsgTx,1670,2,860600000000000024ffffffffffffff0000,18
18.985320895,USMsgTx,2445,2,8d0900000000000023ffffffffffffff0000,18
19.058132535,USMsgTx,314,2,3a0100000000000022ffffffffffffff0000,18
19.156757575,USMsgTx,1426,2,920500000000000021ffffffffffffff0000,18
19.238658342,USMsgTx,236,2,ec0000000000000020ffffffffffffff0000,18
19.259509236,USMsgTx,996,2,e4030000000000001fffffffffffffff0000,18
19.326565721,USMsgTx,2197,2,95080000000000001effffffffffffff0000,18
19.364221842,USMsgTx,232,2,e8000000000000001dffffffffffffff0000,18
19.367944805,USMsgTx,686,2,ae020000000000001cffffffffffffff0000,18
19.394229706,USMsgTx,221,2,dd000000000100001bffffffffffffff0000,18
19.451160413,USMsgTx,226,2,e2000000000000001affffffffffffff0000,18
19.472918228,USMsgTx,1206,2,b60400000000000019ffffffffffffff0000,18
19.501583919,USMsgTx,2518,2,d60900000000000018ffffffffffffff0000,18
19.563959042,USMsgTx,399,2,8f0100000000000017ffffffffffffff0000,18
19.604358542,USMsgTx,2197,2,950800000001000016ffffffffffffff0000,18
19.686025542,USMsgTx,952,2,b80300000000000015ffffffffffffff0000,18
19.686718097,USMsgTx,2437,2,850900000000000014ffffffffffffff0000,18
19.868912532,USMsgTx,1551,2,0f0600000000000013ffffffffffffff0000,18
19.922991526,USMsgTx,2575,2,0f0a00000000000012ffffffffffffff0000,18
19.945296889,USMsgTx,40,2,280000000000000011ffffffffffffff0000,18
20.373930674,USMsgTx,672,2,a00200000000000010ffffffffffffff0000,18
20.379091552,USMsgTx,1647,2,6f060000000000000fffffffffffffff0000,18
20.474022826,USMsgTx,718,2,ce020000000000000effffffffffffff0000,18
20.526968727,USMsgTx,995,2,e3030000000000000dffffffffffffff0000,18
20.573541447,USMsgTx,2917,2,650b0000000000000cffffffffffffff0000,18
20.870752153,USMsgTx,662,2,96020000000000000bffffffffffffff0000,18
20.920888509,USMsgTx,2704,2,900a0000000000000affffffffffffff0000,18
21.057214792,USMsgTx,968,2,c80300000000000009ffffffffffffff0000,18
21.295571892,USMsgTx,2157,2,6d0800000000000008ffffffffffffff0000,18
21.373049529,USMsgTx,154,2,9a0000000000000007ffffffffffffff0000,18
21.480630493,USMsgTx,1914,2,7a0700000000000006ffffffffffffff0000,18
21.563932156,USMsgTx,1208,2,b80400000000000005ffffffffffffff0000,18
21.643446665,USMsgTx,1918,2,7e0700000000000004ffffffffffffff0000,18
21.772201839,USMsgTx,1857,2,410700000001000003ffffffffffffff0000,18
21.811520875,USMsgTx,2671,2,6f0a00000000000002ffffffffffffff0000,18
21.995197789,USMsgTx,2794,2,ea0a00000000000001ffffffffffffff0000,18
22.046640395,USMsgTx,1313,2,210500000000000000ffffffffffffff0000,18
22.079359505,USMsgTx,1839,2,2f07000000000000fffeffffffffffff0000,18
22.101065492,USMsgTx,1840,2,3007000000000000fefeffffffffffff0000,18
22.142846487,USMsgTx,1013,2,f503000000000000fdfeffffffffffff0000,18
22.162874836,USMsgTx,1570,2,2206000000000000fcfeffffffffffff0000,18
22.227192396,USMsgTx,1939,2,9307000000000000fbfeffffffffffff0000,18
22.245678614,USMsgTx,727,2,d702000000000000fafeffffffffffff0000,18
22.449536986,USMsgTx,1579,2,2b06000000000000f9feffffffffffff0000,18
22.612541612,USMsgTx,131,2,8300000000000000f8feffffffffffff0000,18
22.665764534,USMsgTx,1191,2,a704000000000000f7feffffffffffff0000,18
22.838101571,USMsgTx,1456,2,b005000000000000f6feffffffffffff0000,18
22.899427489,USMsgTx,2493,2,bd09000000000000f5feffffffffffff0000,18
23.042285789,USMsgTx,883,2,7303000000000000f4feffffffffffff0000,18
23.133047765,USMsgTx,2345,2,2909000000000000f3feffffffffffff0000,18
23.288532636,USMsgTx,1230,2,ce04000000000000f2feffffffffffff0000,18
23.514264424,USMsgTx,2060,2,0c08000000000000f1feffffffffffff0000,18
23.560173576,USMsgTx,2014,2,de07000000000000f0feffffffffffff0000,18
23.611915346,USMsgTx,1527,2,f705000000000000effeffffffffffff0000,18
23.825947115,USMsgTx,1598,2,3e06000000000000eefeffffffffffff0000,18
23.918988340,USMsgTx,402,2,9201000000000000edfeffffffffffff0000,18
24.025194462,USMsgTx,477,2,dd01000000000000ecfeffffffffffff0000,18
24.048543931,USMsgTx,832,2,4003000000000000ebfeffffffffffff0000,18
24.080391253,USMsgTx,1090,2,4204000000000000eafeffffffffffff0000,18
24.107232064,USMsgTx,961,2,c103000000000000e9feffffffffffff0000,18
24.244727483,USMsgTx,364,2,6c01000000000000e8feffffffffffff0000,18
24.351851983,USMsgTx,1889,2,6107000000000000e7feffffffffffff0000,18
24.504214803,USMsgTx,2239,2,bf08000000000000e6feffffffffffff0000,18
24.563817376,USMsgTx,1102,2,4e04000000010000e5feffffffffffff0000,18
24.610332846,USMsgTx,1882,2,5a07000000000000e4feffffffffffff0000,18
24.731205693,USMsgTx,1489,2,d105000000000000e3feffffffffffff0000,18
24.894628086,USMsgTx,2695,2,870a000000000000e2feffffffffffff0000,18
24.895473611,USMsgTx,2959,2,8f0b000000000000e1feffffffffffff0000,18
24.980320407,USMsgTx,2414,2,6e09000000000000e0feffffffffffff0000,18
25.217209068,USMsgTx,2257,2,d108000000000000dffeffffffffffff0000,18
25.246930809,USMsgTx,599,2,5702000000000000defeffffffffffff0000,18
25.367938884,USMsgTx,679,2,a702000000000000ddfeffffffffffff0000,18
25.402684249,USMsgTx,375,2,7701000000000000dcfeffffffffffff0000,18
25.634479576,USMsgTx,376,2,7801000000000000dbfeffffffffffff0000,18
25.886237594,USMsgTx,1823,2,1f07000000000000dafeffffffffffff0000,18
25.888149716,USMsgTx,1467,2,bb05000000000000d9feffffffffffff0000,18
25.921183147,USMsgTx,109,2,6d00000000000000d8feffffffffffff0000,18
25.940616241,USMsgTx,2199,2,9708000000000000d7feffffffffffff0000,18
25.974600320,USMsgTx,1563,2,1b06000000000000d6feffffffffffff0000,18
26.066738884,USMsgTx,2304,2,0009000000000000d5feffffffffffff0000,18
26.228382777,USMsgTx,1538,2,0206000000000000d4feffffffffffff0000,18
26.305543159,USMsgTx,251,2,fb00000000000000d3feffffffffffff0000,18
26.386145220,USMsgTx,2328,2,1809000000000000d2feffffffffffff0000,18
26.451309631,USMsgTx,1002,2,ea03000000000000d1feffffffffffff0000,18
26.541767972,USMsgTx,2134,2,5608000000000000d0feffffffffffff0000,18
26.546288607,USMsgTx,2171,2,7b08000000010000cffeffffffffffff0000,18
26.631060251,USMsgTx,298,2,2a01000000000000cefeffffffffffff0000,18
26.983944050,USMsgTx,294,2,2601000000000000cdfeffffffffffff0000,18
27.041879977,USMsgTx,1877,2,5507000000000000ccfeffffffffffff0000,18
27.084747616,USMsgTx,2084,2,2408000000000000cbfeffffffffffff0000,18
27.215411295,USMsgTx,2274,2,e208000000000000cafeffffffffffff0000,18
27.391545264,USMsgTx,2537,2,e909000000000000c9feffffffffffff0000,18
27.533883258,USMsgTx,1856,2,4007000000000000c8feffffffffffff0000,18
27.723877962,USMsgTx,2961,2,910b000000000000c7feffffffffffff0000,18
27.729483989,USMsgTx,2189,2,8d08000000000000c6feffffffffffff0000,18
27.735657470,USMsgTx,2529,2,e109000000000000c5feffffffffffff0000,18
27.887977473,USMsgTx,1793,2,0107000000000000c4feffffffffffff0000,18
27.910848894,USMsgTx,233,2,e900000000000000c3feffffffffffff0000,18
27.940240026,USMsgTx,1193,2,a904000000010000c2feffffffffffff0000,18
27.974198902,USMsgTx,1223,2,c704000000000000c1feffffffffffff0000,18
27.995708473,USMsgTx,2049,2,0108000000000000c0feffffffffffff0000,18
28.169286520,USMsgTx,1408,2,8005000000000000bffeffffffffffff0000,18
28.203959871,USMsgTx,2777,2,d90a000000000000befeffffffffffff0000,18
28.253243019,USMsgTx,780,2,0c03000000000000bdfeffffffffffff0000,18
28.327621727,USMsgTx,1428,2,9405000000000000bcfeffffffffffff0000,18
28.487068583,USMsgTx,2876,2,3c0b000000000000bbfeffffffffffff0000,18
28.589426434,USMsgTx,2869,2,350b000000000000bafeffffffffffff0000,18
28.611963067,USMsgTx,1529,2,f905000000000000b9feffffffffffff0000,18
28.907003210,USMsgTx,1601,2,4106000000000000b8feffffffffffff0000,18
29.068372875,USMsgTx,84,2,5400000000000000b7feffffffffffff0000,18
29.077287937,USMsgTx,2143,2,5f08000000000000b6feffffffffffff0000,18
29.101699742,USMsgTx,2811,2,fb0a000000000000b5feffffffffffff0000,18
29.104771967,USMsgTx,111,2,6f00000000010000b4feffffffffffff0000,18
29.118517613,USMsgTx,635,2,7b02000000000000b3feffffffffffff0000,18
29.132957048,USMsgTx,1101,2,4d04000000000000b2feffffffffffff0000,18
29.273565786,USMsgTx,1110,2,5604000000000000b1feffffffffffff0000,18
29.484214967,USMsgTx,1062,2,2604000000000000b0feffffffffffff0000,18
29.914951422,USMsgTx,758,2,f602000000000000affeffffffffffff0000,18
29.974457420,USMsgTx,184,2,b800000000000000aefeffffffffffff0000,18
30.092045748,USMsgTx,855,2,5703000000000000adfeffffffffffff0000,18
30.130912984,USMsgTx,1741,2,cd06000000000000acfeffffffffffff0000,18
30.295727402,USMsgTx,2563,2,030a000000000000abfeffffffffffff0000,18
30.301746377,USMsgTx,120,2,7800000000000000aafeffffffffffff0000,18
30.304375710,USMsgTx,1864,2,4807000000000000a9feffffffffffff0000,18
30.316757668,USMsgTx,740,2,e402000000000000a8feffffffffffff0000,18
30.352173725,USMsgTx,1599,2,3f06000000000000a7feffffffffffff0000,18
30.353577764,USMsgTx,1221,2,c504000000000000a6feffffffffffff0000,18
30.430369551,USMsgTx,1516,2,ec05000000000000a5feffffffffffff0000,18
30.510585626,USMsgTx,438,2,b601000000000000a4feffffffffffff0000,18
30.706786780,USMsgTx,2153,2,6908000000000000a3feffffffffffff0000,18
30.824908896,USMsgTx,2207,2,9f08000000000000a2feffffffffffff0000,18
30.895058095,USMsgTx,2426,2,7a09000000000000a1feffffffffffff0000,18
30.932470512,USMsgTx,339,2,5301000000000000a0feffffffffffff0000,18
31.053710626,USMsgTx,1007,2,ef030000000000009ffeffffffffffff0000,18
31.102468019,USMsgTx,299,2,2b010000000000009efeffffffffffff0000,18
31.138027826,USMsgTx,1368,2,58050000000000009dfeffffffffffff0000,18
31.156072040,USMsgTx,1258,2,ea040000000100009cfeffffffffffff0000,18
31.320067335,USMsgTx,1786,2,fa060000000000009bfeffffffffffff0000,18
31.558257356,USMsgTx,1171,2,93040000000000009afeffffffffffff0000,18
31.697011807,USMsgTx,172,2,ac0000000000000099feffffffffffff0000,18
31.782025054,USMsgTx,2985,2,a90b00000000000098feffffffffffff0000,18
31.860651463,USMsgTx,2811,2,fb0a00000001000097feffffffffffff0000,18
31.934353858,USMsgTx,1326,2,2e0500000000000096feffffffffffff0000,18
32.002381527,USMsgTx,381,2,7d0100000000000095feffffffffffff0000,18
32.072206556,USMsgTx,2374,2,460900000000000094feffffffffffff0000,18
32.101192855,USMsgTx,1515,2,eb0500000000000093feffffffffffff0000,18
32.127065696,USMsgTx,2989,2,ad0b00000000000092feffffffffffff0000,18
