Time,TraceSource,NodeId,MsgType,TxRemaining,PacketHex,PacketLength
1.024719595,USMsgRx,1740,2,0,f4ffffffffffffff0000,10
1.204386522,USMsgRx,111,2,0,f2ffffffffffffff0000,10
1.297717717,USMsgRx,2454,2,0,f1ffffffffffffff0000,10
1.488683714,USMsgRx,1369,2,0,efffffffffffffff0000,10
1.646292464,USMsgRx,1193,2,0,ecffffffffffffff0000,10
1.710034711,USMsgRx,1109,2,0,eaffffffffffffff0000,10
1.919303412,USMsgRx,1857,2,0,e8ffffffffffffff0000,10
2.016117397,USMsgRx,2718,2,0,e7ffffffffffffff0000,10
2.099439787,USMsgRx,2396,2,0,e6ffffffffffffff0000,10
2.304691204,USMsgRx,1496,2,0,e0ffffffffffffff0000,10
2.739190361,USMsgRx,2544,2,0,dfffffffffffffff0000,10
3.097796305,USMsgRx,1132,2,0,deffffffffffffff0000,10
3.188004475,USMsgRx,1837,2,0,dcffffffffffffff0000,10
3.263047283,USMsgRx,914,2,0,dbffffffffffffff0000,10
3.363288177,USMsgRx,2404,2,0,d9ffffffffffffff0000,10
3.482792559,USMsgRx,2659,2,0,d7ffffffffffffff0000,10
3.549776383,USMsgRx,2230,2,0,d6ffffffffffffff0000,10
3.614079098,USMsgRx,1277,2,0,d5ffffffffffffff0000,10
3.683197329,USMsgRx,738,2,0,d4ffffffffffffff0000,10
3.832291112,USMsgRx,2164,2,0,d3ffffffffffffff0000,10
3.969454955,USMsgRx,2954,2,0,d0ffffffffffffff0000,10
4.056650446,USMsgRx,1352,2,0,ceffffffffffffff0000,10
4.156471355,USMsgRx,584,2,0,cdffffffffffffff0000,10
4.234067130,USMsgRx,1967,2,0,cbffffffffffffff0000,10
4.452109226,USMsgRx,2343,2,0,caffffffffffffff0000,10
4.656516097,USMsgRx,53,2,0,c9ffffffffffffff0000,10
4.850847619,USMsgRx,1520,2,0,c7ffffffffffffff0000,10
5.004379208,USMsgRx,2313,2,0,c5ffffffffffffff0000,10
5.202421949,USMsgRx,1098,2,0,c4ffffffffffffff0000,10
5.279110904,USMsgRx,1714,2,0,c3ffffffffffffff0000,10
5.363070146,USMsgRx,1281,2,0,c1ffffffffffffff0000,10
5.458674271,USMsgRx,969,2,0,beffffffffffffff0000,10
6.138797228,USMsgRx,2892,2,0,b4ffffffffffffff0000,10
6.209840981,USMsgRx,860,2,0,b3ffffffffffffff0000,10
6.320809712,USMsgRx,1754,2,0,aeffffffffffffff0000,10
6.417040909,USMsgRx,2664,2,0,acffffffffffffff0000,10
6.515915660,USMsgRx,2937,2,0,aaffffffffffffff0000,10
6.628244354,USMsgRx,661,2,0,a9ffffffffffffff0000,10
7.032066069,USMsgRx,391,2,0,a2ffffffffffffff0000,10
7.343903207,USMsgRx,2283,2,0,a1ffffffffffffff0000,10
7.407005146,USMsgRx,2086,2,0,a0ffffffffffffff0000,10
7.472452317,USMsgRx,22,2,0,9effffffffffffff0000,10
7.637872932,USMsgRx,2110,2,0,9bffffffffffffff0000,10
7.740946100,USMsgRx,2026,2,0,99ffffffffffffff0000,10
7.864617602,USMsgRx,264,2,0,98ffffffffffffff0000,10
8.014851088,USMsgRx,1162,2,0,97ffffffffffffff0000,10
8.089731144,USMsgRx,182,2,0,95ffffffffffffff0000,10
8.230595725,USMsgRx,2364,2,0,8fffffffffffffff0000,10
8.349234691,USMsgRx,462,2,0,8effffffffffffff0000,10
8.454849699,USMsgRx,1452,2,0,8dffffffffffffff0000,10
8.527566019,USMsgRx,816,2,0,8cffffffffffffff0000,10
8.608443800,USMsgRx,220,2,0,8affffffffffffff0000,10
8.811768815,USMsgRx,1539,2,0,88ffffffffffffff0000,10
8.899016014,USMsgRx,1985,2,0,87ffffffffffffff0000,10
9.312975791,USMsgRx,1905,2,0,85ffffffffffffff0000,10
9.437984027,USMsgRx,290,2,0,83ffffffffffffff0000,10
9.574389735,USMsgRx,1712,2,0,81ffffffffffffff0000,10
9.654434871,USMsgRx,2594,2,0,7fffffffffffffff0000,10
10.007756788,USMsgRx,1977,2,0,7dffffffffffffff0000,10
10.085214398,USMsgRx,931,2,0,7cffffffffffffff0000,10
